dataset,subject_id,recording_id,valid_epochs,covered_epochs,excluded_short_segment_epochs,excluded_short_segment_percent,contiguous_segments,train_sequences_stride10,evaluation_windows_stride1,status
sleep_edf_sc,SC_51,SC4511E0,2712,2712,0,0.0,1,270,2693,PASS
sleep_edf_sc,SC_51,SC4512E0,2750,2750,0,0.0,1,274,2731,PASS
sleep_edf_sc,SC_52,SC4522E0,2774,2774,0,0.0,1,276,2755,PASS
sleep_edf_sc,SC_53,SC4531E0,2602,2602,0,0.0,1,259,2583,PASS
sleep_edf_sc,SC_53,SC4532E0,2744,2744,0,0.0,1,273,2725,PASS
sleep_edf_sc,SC_54,SC4541F0,2739,2739,0,0.0,2,272,2720,PASS
sleep_edf_sc,SC_54,SC4542F0,2680,2680,0,0.0,1,267,2661,PASS
sleep_edf_sc,SC_55,SC4551F0,2772,2772,0,0.0,1,276,2753,PASS
sleep_edf_sc,SC_55,SC4552F0,2810,2810,0,0.0,1,280,2791,PASS
sleep_edf_sc,SC_56,SC4561F0,2702,2702,7,0.25906735751295334,3,269,2683,PASS
sleep_edf_sc,SC_56,SC4562F0,2800,2800,0,0.0,1,279,2781,PASS
sleep_edf_sc,SC_57,SC4571F0,2836,2836,0,0.0,2,282,2817,PASS
sleep_edf_sc,SC_57,SC4572F0,2873,2873,6,0.20884093282283328,8,286,2854,PASS
sleep_edf_sc,SC_58,SC4581G0,2738,2738,0,0.0,1,272,2719,PASS
sleep_edf_sc,SC_58,SC4582G0,2634,2634,0,0.0,1,262,2615,PASS
sleep_edf_sc,SC_59,SC4591G0,2819,2819,0,0.0,2,280,2800,PASS
sleep_edf_sc,SC_59,SC4592G0,2040,2040,0,0.0,1,203,2021,PASS
sleep_edf_sc,SC_60,SC4601E0,2730,2730,0,0.0,1,272,2711,PASS
sleep_edf_sc,SC_60,SC4602E0,2800,2800,0,0.0,1,279,2781,PASS
sleep_edf_sc,SC_61,SC4611E0,2644,2644,11,0.41603630862329805,4,263,2625,PASS
sleep_edf_sc,SC_61,SC4612E0,2730,2730,0,0.0,1,272,2711,PASS
sleep_edf_sc,SC_62,SC4621E0,2612,2612,0,0.0,1,260,2593,PASS
sleep_edf_sc,SC_62,SC4622E0,2856,2856,0,0.0,1,284,2837,PASS
sleep_edf_sc,SC_63,SC4631E0,2758,2758,0,0.0,1,274,2739,PASS
sleep_edf_sc,SC_63,SC4632E0,2848,2848,0,0.0,1,283,2829,PASS
sleep_edf_sc,SC_64,SC4641E0,2680,2680,0,0.0,1,267,2661,PASS
sleep_edf_sc,SC_64,SC4642E0,2790,2790,0,0.0,1,278,2771,PASS
sleep_edf_sc,SC_65,SC4651E0,2860,2860,0,0.0,1,285,2841,PASS
sleep_edf_sc,SC_65,SC4652E0,2838,2838,0,0.0,2,282,2819,PASS
sleep_edf_sc,SC_66,SC4661E0,2664,2664,0,0.0,1,265,2645,PASS
sleep_edf_sc,SC_66,SC4662E0,2820,2820,0,0.0,1,281,2801,PASS
sleep_edf_sc,SC_67,SC4671G0,2780,2780,0,0.0,1,277,2761,PASS
sleep_edf_sc,SC_67,SC4672G0,2580,2580,0,0.0,1,257,2561,PASS
sleep_edf_sc,SC_70,SC4701E0,2679,2679,0,0.0,2,266,2660,PASS
sleep_edf_sc,SC_70,SC4702E0,2624,2624,0,0.0,1,261,2605,PASS
sleep_edf_sc,SC_71,SC4711E0,2730,2730,0,0.0,1,272,2711,PASS
sleep_edf_sc,SC_71,SC4712E0,2820,2820,0,0.0,1,281,2801,PASS
sleep_edf_sc,SC_72,SC4721E0,2342,2342,0,0.0,1,233,2323,PASS
sleep_edf_sc,SC_72,SC4722E0,2746,2746,0,0.0,1,273,2727,PASS
sleep_edf_sc,SC_73,SC4731E0,2780,2780,0,0.0,1,277,2761,PASS
sleep_edf_sc,SC_73,SC4732E0,2519,2519,0,0.0,2,250,2500,PASS
sleep_edf_sc,SC_74,SC4741E0,2689,2689,0,0.0,2,267,2670,PASS
sleep_edf_sc,SC_74,SC4742E0,2650,2650,0,0.0,1,264,2631,PASS
sleep_edf_sc,SC_75,SC4751E0,2680,2680,0,0.0,1,267,2661,PASS
sleep_edf_sc,SC_75,SC4752E0,2470,2470,0,0.0,1,246,2451,PASS
sleep_edf_sc,SC_76,SC4761E0,2610,2610,2,0.07662835249042145,3,260,2591,PASS
sleep_edf_sc,SC_76,SC4762E0,2662,2662,90,3.3809166040571,27,265,2643,PASS
sleep_edf_sc,SC_77,SC4771G0,2756,2756,0,0.0,1,274,2737,PASS
sleep_edf_sc,SC_77,SC4772G0,2242,2242,0,0.0,1,223,2223,PASS
sleep_edf_sc,SC_80,SC4801G0,2774,2774,0,0.0,1,276,2755,PASS
sleep_edf_sc,SC_80,SC4802G0,2810,2810,0,0.0,1,280,2791,PASS
sleep_edf_sc,SC_81,SC4811G0,2402,2402,0,0.0,1,239,2383,PASS
sleep_edf_sc,SC_81,SC4812G0,2414,2414,10,0.4142502071251036,3,240,2395,PASS
sleep_edf_sc,SC_82,SC4821G0,2721,2721,0,0.0,2,271,2702,PASS
sleep_edf_sc,SC_82,SC4822G0,2810,2810,0,0.0,1,280,2791,PASS
isruc_s1,I003,I003,943,943,0,0.0,1,93,924,PASS
isruc_s1,I004,I004,961,961,5,0.5202913631633714,2,95,942,PASS
isruc_s1,I005,I005,875,875,0,0.0,1,86,856,PASS
isruc_s1,I006,I006,897,897,0,0.0,1,88,878,PASS
isruc_s1,I007,I007,933,933,0,0.0,1,92,914,PASS
isruc_s1,I008,I008,904,904,0,0.0,1,89,885,PASS
isruc_s1,I009,I009,969,969,0,0.0,1,95,950,PASS
isruc_s1,I010,I010,842,842,0,0.0,1,83,823,PASS
isruc_s1,I012,I012,849,849,0,0.0,2,83,830,PASS
isruc_s1,I015,I015,786,786,0,0.0,1,77,767,PASS
isruc_s1,I016,I016,883,883,0,0.0,1,87,864,PASS
isruc_s1,I018,I018,999,999,0,0.0,1,98,980,PASS
isruc_s1,I022,I022,849,849,0,0.0,1,83,830,PASS
isruc_s1,I024,I024,830,830,0,0.0,1,82,811,PASS
isruc_s1,I026,I026,1062,1062,0,0.0,1,105,1043,PASS
isruc_s1,I001,I001,880,880,0,0.0,1,87,861,PASS
isruc_s1,I002,I002,964,964,0,0.0,1,95,945,PASS
isruc_s1,I011,I011,997,997,0,0.0,1,98,978,PASS
isruc_s1,I013,I013,882,882,0,0.0,1,87,863,PASS
isruc_s1,I014,I014,906,906,0,0.0,1,89,887,PASS
isruc_s1,I017,I017,851,851,0,0.0,1,84,832,PASS
isruc_s1,I019,I019,828,828,0,0.0,1,81,809,PASS
isruc_s1,I020,I020,950,950,0,0.0,1,94,931,PASS
isruc_s1,I021,I021,1054,1054,0,0.0,1,104,1035,PASS
isruc_s1,I023,I023,892,892,0,0.0,1,88,873,PASS
isruc_s1,I025,I025,921,921,0,0.0,1,91,902,PASS
isruc_s1,I027,I027,918,918,0,0.0,1,90,899,PASS
isruc_s1,I028,I028,882,882,0,0.0,1,87,863,PASS
isruc_s1,I029,I029,912,912,0,0.0,1,90,893,PASS
isruc_s1,I030,I030,882,882,0,0.0,1,87,863,PASS
isruc_s1,I031,I031,877,877,0,0.0,1,86,858,PASS
isruc_s1,I032,I032,1010,1010,0,0.0,1,100,991,PASS
isruc_s1,I033,I033,920,920,0,0.0,1,91,901,PASS
isruc_s1,I034,I034,871,871,0,0.0,1,86,852,PASS
isruc_s1,I035,I035,788,788,0,0.0,1,77,769,PASS
isruc_s1,I036,I036,987,987,0,0.0,1,97,968,PASS
isruc_s1,I037,I037,806,806,0,0.0,1,79,787,PASS
isruc_s1,I038,I038,932,932,0,0.0,1,92,913,PASS
isruc_s1,I039,I039,900,900,0,0.0,1,89,881,PASS
isruc_s1,I041,I041,974,974,0,0.0,1,96,955,PASS
isruc_s1,I042,I042,812,812,0,0.0,1,80,793,PASS
isruc_s1,I043,I043,747,747,0,0.0,1,73,728,PASS
isruc_s1,I044,I044,932,932,0,0.0,1,92,913,PASS
isruc_s1,I045,I045,906,906,0,0.0,1,89,887,PASS
isruc_s1,I046,I046,863,863,0,0.0,1,85,844,PASS
isruc_s1,I047,I047,838,838,0,0.0,1,82,819,PASS
isruc_s1,I048,I048,981,981,0,0.0,1,97,962,PASS
isruc_s1,I049,I049,793,793,0,0.0,1,78,774,PASS
isruc_s1,I050,I050,905,905,0,0.0,1,89,886,PASS
isruc_s1,I051,I051,856,856,0,0.0,1,84,837,PASS
isruc_s1,I052,I052,912,912,0,0.0,1,90,893,PASS
isruc_s1,I053,I053,910,910,0,0.0,1,90,891,PASS
isruc_s1,I054,I054,814,814,0,0.0,1,80,795,PASS
isruc_s1,I055,I055,879,879,0,0.0,1,86,860,PASS
isruc_s1,I056,I056,956,956,0,0.0,1,94,937,PASS
isruc_s1,I057,I057,1007,1007,0,0.0,1,99,988,PASS
isruc_s1,I058,I058,965,965,0,0.0,1,95,946,PASS
isruc_s1,I059,I059,942,942,0,0.0,1,93,923,PASS
isruc_s1,I060,I060,916,916,0,0.0,1,90,897,PASS
isruc_s1,I061,I061,852,852,0,0.0,1,84,833,PASS
isruc_s1,I062,I062,864,864,0,0.0,1,85,845,PASS
isruc_s1,I063,I063,954,954,0,0.0,1,94,935,PASS
isruc_s1,I064,I064,892,892,0,0.0,1,88,873,PASS
isruc_s1,I065,I065,1014,1014,0,0.0,1,100,995,PASS
isruc_s1,I066,I066,845,845,0,0.0,1,83,826,PASS
isruc_s1,I067,I067,862,862,0,0.0,1,85,843,PASS
isruc_s1,I068,I068,956,956,0,0.0,1,94,937,PASS
isruc_s1,I069,I069,815,815,0,0.0,1,80,796,PASS
isruc_s1,I070,I070,893,893,0,0.0,1,88,874,PASS
isruc_s1,I071,I071,829,829,0,0.0,1,81,810,PASS
isruc_s1,I072,I072,872,872,0,0.0,1,86,853,PASS
isruc_s1,I073,I073,997,997,0,0.0,1,98,978,PASS
isruc_s1,I074,I074,897,897,0,0.0,1,88,878,PASS
isruc_s1,I075,I075,898,898,0,0.0,1,88,879,PASS
isruc_s1,I076,I076,850,850,0,0.0,1,84,831,PASS
isruc_s1,I077,I077,805,805,0,0.0,1,79,786,PASS
isruc_s1,I078,I078,894,894,0,0.0,1,88,875,PASS
isruc_s1,I079,I079,880,880,0,0.0,1,87,861,PASS
isruc_s1,I080,I080,889,889,0,0.0,1,87,870,PASS
isruc_s1,I081,I081,911,911,0,0.0,1,90,892,PASS
isruc_s1,I082,I082,882,882,0,0.0,1,87,863,PASS
isruc_s1,I083,I083,925,925,0,0.0,1,91,906,PASS
isruc_s1,I084,I084,963,963,0,0.0,1,95,944,PASS
isruc_s1,I085,I085,896,896,0,0.0,1,88,877,PASS
isruc_s1,I086,I086,964,964,0,0.0,1,95,945,PASS
isruc_s1,I087,I087,926,926,0,0.0,1,91,907,PASS
isruc_s1,I088,I088,1002,1002,0,0.0,1,99,983,PASS
isruc_s1,I089,I089,1036,1036,0,0.0,1,102,1017,PASS
isruc_s1,I090,I090,933,933,0,0.0,1,92,914,PASS
isruc_s1,I091,I091,990,990,0,0.0,1,98,971,PASS
isruc_s1,I092,I092,877,877,0,0.0,1,86,858,PASS
isruc_s1,I093,I093,870,870,0,0.0,1,86,851,PASS
isruc_s1,I094,I094,846,846,0,0.0,1,83,827,PASS
isruc_s1,I095,I095,865,865,0,0.0,1,85,846,PASS
isruc_s1,I096,I096,858,858,0,0.0,1,84,839,PASS
isruc_s1,I097,I097,912,912,0,0.0,1,90,893,PASS
isruc_s1,I098,I098,899,899,0,0.0,1,88,880,PASS
isruc_s1,I099,I099,835,835,0,0.0,1,82,816,PASS
isruc_s1,I100,I100,861,861,0,0.0,1,85,842,PASS
