dataset,recording_id,subject_id,source_file_sha256,annotation_file,annotation_sha256,retained_epochs,reconstructed_first_index,reconstructed_last_index,strictly_increasing_unique,labels_exact_match,signal_label_epoch_invariance,non_boundary_annotations,status
sleep_edf_sc,SC4182E0,SC_18,4bdc777e14b3fa3d74f685a244f16dc905abeccd534975841576660624326c55,SC4182EC-Hypnogram.edf,07b098b1d478ff8352d0061cdd122e1b5ab0cecf55444a334e4b1c208c79d602,2842,0,2841,True,True,True,0,PASS
sleep_edf_sc,SC4191E0,SC_19,1bef24a4bb4ef75fde9783f08d6d19f8ba0d2e77353ce575fb8c7169b0e88ca6,SC4191EP-Hypnogram.edf,bf48c5ddcb7a7e8eff489f273e9d3ffe38f693af0843b727df962572a47a3e24,2774,0,2773,True,True,True,0,PASS
sleep_edf_sc,SC4192E0,SC_19,7c8f94f6ca67235b4072e37c5e7c8cc436621af72fce5633033bc9b0b5f7d2c3,SC4192EV-Hypnogram.edf,59bd5ea5c5a74356a284fab834e4e8130e7b95b37566419cc8de057594dc0474,2605,0,2609,True,True,True,0,PASS
sleep_edf_sc,SC4201E0,SC_20,a8e6d9c63dbd1cc8e61fd149a37a393dbfbf14a3a9af9c73c67f8eb75f7637bb,SC4201EC-Hypnogram.edf,c277cc95d8808860c79a62116f28b9f2e1ee381bac8ba268b94495069c7a8872,2803,0,2803,True,True,True,0,PASS
sleep_edf_sc,SC4202E0,SC_20,71b7ba880f1bd7c52cd57d70ee96e4e29d42e2d1743319b5d16283ad1cd68eea,SC4202EC-Hypnogram.edf,442624c325fed3858e64a0c444c66862df6395d4d424bfb465858103f35aa33d,2670,0,2669,True,True,True,0,PASS
sleep_edf_sc,SC4211E0,SC_21,b765d1abeb236368ee622b9f76a6d11918da7b2242d977e0566e251598e1dbf1,SC4211EC-Hypnogram.edf,034e06a4c45a0ba095cf3a624f5ef8360cdcfd03ac23717d60881ea47895b056,2805,0,2809,True,True,True,0,PASS
sleep_edf_sc,SC4212E0,SC_21,6beb572c62d8224047eaaba7ca52234e2ca5c00ebc4b3b23fb37070c2bd4a7b6,SC4212EC-Hypnogram.edf,061c879670f183c06298670b1b64e592d729d5aacf1e94e3c05a620395fad3ab,2694,0,2693,True,True,True,0,PASS
sleep_edf_sc,SC4221E0,SC_22,e512315d19137dd3b500182d6bf4f9aec91dc6a68406685c938aa847d76d3db4,SC4221EJ-Hypnogram.edf,4c256956fa213913f3803dd7e482094d72360ee0714678c7dcd1de75f69d8e03,2700,0,2699,True,True,True,0,PASS
sleep_edf_sc,SC4222E0,SC_22,5b6e9e38b32e127cb9cd55be3be950f3b8bbdedc9a7fe27cfd78a7aba5a9a00f,SC4222EC-Hypnogram.edf,6764feef6441e068db6d6f1b1fc3f818cbed5dcecf24ffc5d1c827568444df5b,2760,0,2759,True,True,True,0,PASS
sleep_edf_sc,SC4231E0,SC_23,484619f97dcae8e017795aff1043df4ad43bc8be97521f6cad0c20b4ac92d023,SC4231EJ-Hypnogram.edf,479e24b8749df0a747183cda96e56370a40fe1f380a67595628544fc674ef412,2743,0,2745,True,True,True,0,PASS
sleep_edf_sc,SC4232E0,SC_23,f84ecd839e3f1be0a2441ddee4955722a71cce4ae0a150655c1c0989bfbcc67c,SC4232EV-Hypnogram.edf,5b6a46b7f1cc1774524677c71c4335b0ec917767c71c04afd7a026d5a1f4a9e6,2635,0,2639,True,True,True,0,PASS
sleep_edf_sc,SC4241E0,SC_24,8ad68ce2e147d464ed3f5df9c198457430210c8af5be1a4c69eca499539db145,SC4241EC-Hypnogram.edf,40644006bbf529f16a9e286143e4c9632b30ba9f628ec077258770a326088add,2700,0,2701,True,True,True,0,PASS
sleep_edf_sc,SC4242E0,SC_24,a4f746f8cec6117d0dd7d5ba916a864a05681aad5675aa07f998c8c5619a2a37,SC4242EA-Hypnogram.edf,b29eafaab1b8f81cf2f11585463d69900317dab3101139acfd05ae8a51f00291,2710,0,2709,True,True,True,0,PASS
sleep_edf_sc,SC4251E0,SC_25,a004f588312e151bbd7db37064d95dcaab68848511310448aa70998b9b247b65,SC4251EP-Hypnogram.edf,308f75fba5581b1434ff708bbe22cb46fdeb5557df25c0ede6cfdeeaca0c0f67,2760,0,2759,True,True,True,0,PASS
sleep_edf_sc,SC4252E0,SC_25,04e2850187193fd0929970a556764634849c2905cc5ff125d4b5d22a14bff970,SC4252EU-Hypnogram.edf,0b607aa555bd3a372fd0ca275c9702905309a84f3f87bf3a363881cc5942bee5,2665,0,2665,True,True,True,0,PASS
sleep_edf_sc,SC4261F0,SC_26,f5e1159718dc51efa404c2fb873fea01f4b7415c15b08323b6fe670be73bc21d,SC4261FM-Hypnogram.edf,604ee67028077746feef88f577e728d6d3405d43bb5a69fdc945538b657130cb,2800,0,2799,True,True,True,0,PASS
sleep_edf_sc,SC4262F0,SC_26,5dece7eff6ebc6c7071e05e0c99095cdebbc382c4ec82f782ea4431d2372e38e,SC4262FC-Hypnogram.edf,073ed5611a98bf2b12c3517c3bc07009ef848011246e8f2974b8811d317c9f95,2720,0,2719,True,True,True,0,PASS
sleep_edf_sc,SC4271F0,SC_27,ae0de3ecb6a051a6c57da1e272ddc2d4b446d3529b3a77dfa91df8c97ddcc142,SC4271FC-Hypnogram.edf,8ad9c72d51e7f822ed82db9369021b3383e509e62a49d71bed89aabb4340114c,2440,0,2439,True,True,True,0,PASS
sleep_edf_sc,SC4272F0,SC_27,a219e8b2db0deec97e97f3b9556aa562566c23cd7e363b62511854350025a9b7,SC4272FM-Hypnogram.edf,ee84605d437db8e2dbb42ad785154b6562ae49eb699f67356ec077f6d2674d20,2870,0,2869,True,True,True,0,PASS
sleep_edf_sc,SC4281G0,SC_28,181e39c613c39369092fd01fdae03c3cfb665a435f001668313d9837cef0ced1,SC4281GC-Hypnogram.edf,789bf9dfbda72b11e8c5fc783191e15a2f55531f72f07d07b9af2dd045dc96d4,2788,0,2787,True,True,True,0,PASS
sleep_edf_sc,SC4282G0,SC_28,5cf0afb467a7faf91ac9156fd75dcf13243dffda7a4a34973a31bef56fd31b6b,SC4282GC-Hypnogram.edf,b6a7a68f20d179249b30eb41f93d485620f701f70cdeb3234c2d63b72800ced7,2814,0,2813,True,True,True,0,PASS
sleep_edf_sc,SC4291G0,SC_29,5724074b214a0b82a9f2d7cb32640352685296bd56ab03c51529458dd07bcee1,SC4291GA-Hypnogram.edf,2a5f69739e7accdfaafa3e38bc24d5986dcba171e6ba7f071c68081c9defbc30,2756,0,2755,True,True,True,0,PASS
sleep_edf_sc,SC4292G0,SC_29,c446df4d27548c039ab33462d1db72d23edbee2b4b2aaad17206058e262f83b8,SC4292GC-Hypnogram.edf,23a070cbede288cf71ee041d4779080f699803843a6d4b8097a872942b601e3f,2807,0,2809,True,True,True,0,PASS
sleep_edf_sc,SC4301E0,SC_30,aa348bf2229ed011f47bd92be0d6812dd75e4e085c008e8e8b46c35b6f6885a8,SC4301EC-Hypnogram.edf,b1789461f7c6bca865bbdec1a874dae163d1182067cf237afa1eecb62d5ea100,2644,0,2645,True,True,True,0,PASS
sleep_edf_sc,SC4302E0,SC_30,b65d04d1f4392cc63218a6e7a9508f678639a1fdde7f7c50b91801e25f55fe51,SC4302EV-Hypnogram.edf,bfecfffea38867faf10a881c0da04e4d50da19388d3f01328e44ec2109970f13,2808,0,2807,True,True,True,0,PASS
sleep_edf_sc,SC4311E0,SC_31,16751dba49cce9e51b4da232808db71a55ed14d027a36e851788b91ab2b2fbe9,SC4311EC-Hypnogram.edf,fe96aadc484c21d21ace19e986044ba3c1b1582dcabfff817da86cea2a4ae2a2,2670,0,2669,True,True,True,0,PASS
sleep_edf_sc,SC4312E0,SC_31,30f96ad399154c87fc70da462a28736b7938c3c40c2b521eb5b808bcff869536,SC4312EM-Hypnogram.edf,49d415058e3ab0908c44ad36be4431737302684da693b4d8207d73e1710da00b,2700,0,2699,True,True,True,0,PASS
sleep_edf_sc,SC4321E0,SC_32,08b59a4db63fee6fd072af8961f7277f77e35adbfbb099f4de3f0627d793dc99,SC4321EC-Hypnogram.edf,2e7300fcbc243ff52e928e8f997c298fc79fdc55068fc46ffdbbfce93a152f39,2689,0,2689,True,True,True,0,PASS
sleep_edf_sc,SC4322E0,SC_32,dccdca7daa02382734975c2eefe0818b4e61e135556b92c28ef7704c9a698698,SC4322EC-Hypnogram.edf,e2d888237b9fc2092d82356d2ad592c5bbfce8d72eca2ef883aac6027d02daba,2616,0,2615,True,True,True,0,PASS
sleep_edf_sc,SC4331F0,SC_33,eceb0c59e29b9d71940a2de457fa11fc41b0abf16621ebd35d62b415bc5a84bb,SC4331FV-Hypnogram.edf,a40cd38398a5ec6910ac8b9afc58aa3e7bcccf70177aef28acbc1a2cb84bf876,2809,0,2809,True,True,True,0,PASS
sleep_edf_sc,SC4332F0,SC_33,88b188a8b834c03948c10ebf391ff9e834354782a1af1594abc4b6c626226bbc,SC4332FC-Hypnogram.edf,b20269e2996d524e26ca3a433af837c8e44a8c948d44c1b38010682aae59813c,2758,0,2759,True,True,True,0,PASS
sleep_edf_sc,SC4341F0,SC_34,6803f91182f77edf664c1dd27e0712959c0687c8dce6e956f9828db09b3f064f,SC4341FA-Hypnogram.edf,4bf6e9f91d75658a9dbf83781a0eaa1a19d3051dcbb5568e4a740d73b8eb6533,2750,0,2749,True,True,True,0,PASS
sleep_edf_sc,SC4342F0,SC_34,498c0879ae9021ae0ef8c27738d1d615cf994add02377ee76fe10aa583cd3aec,SC4342FA-Hypnogram.edf,aea17788608eea25abe7a282aa4914b62073515991e76eebd360f8d6dc715329,2790,0,2789,True,True,True,0,PASS
sleep_edf_sc,SC4351F0,SC_35,e7f716ad246db9c6f03957b5bf553982df4114f0c069b31b14cdc670d5542d62,SC4351FA-Hypnogram.edf,eae32c74c37ff618804900ed26f3c7e995a6d82c6eb84b9e0841f0575093a745,2710,0,2709,True,True,True,0,PASS
sleep_edf_sc,SC4352F0,SC_35,8423a551b7775764f13bb5820704118a092a202999d0d30426259b70282da74d,SC4352FV-Hypnogram.edf,0a36a8a5adce558d8dddf305a7755cd6a46d9e35b1164a6ec1d6f255be20342d,2530,0,2531,True,True,True,0,PASS
sleep_edf_sc,SC4362F0,SC_36,cee92707c8dabe6ba359cf0e9952f30a06f9ec9c390803ceacbb57e3f6474ca5,SC4362FC-Hypnogram.edf,13e4568c76fb57bfab7c4f1ff12081609dbe04947bd850dc728f8e5d6663c2bf,2266,0,2265,True,True,True,0,PASS
sleep_edf_sc,SC4371F0,SC_37,f060f8ceec677c59dd782f6d0a74e075750a0fabde89854007c76da6e2c543ca,SC4371FA-Hypnogram.edf,83ea9ff27415b36f183dd4492b6016696d6935081a786ad2b602397387b51f79,2850,0,2849,True,True,True,0,PASS
sleep_edf_sc,SC4372F0,SC_37,a3734b521e6dcf1078853340e4aad3e7629d486eedf230054be0ae0a9e66c6fd,SC4372FC-Hypnogram.edf,3ca01f943a58b327530493911beaa0ea25594f4876bda1cc38951a9de092f235,2840,0,2839,True,True,True,0,PASS
sleep_edf_sc,SC4381F0,SC_38,b885704a82a29de2f002f8061780c271f5c87496d5f8d720425a6f870f306828,SC4381FC-Hypnogram.edf,2f737acfb507c8e96d2acd5f41fcaa318366829351fbd494f5ffe6120e3e80d8,2750,0,2749,True,True,True,0,PASS
sleep_edf_sc,SC4382F0,SC_38,fbf10dc68cb22d0262be0c31d9ba8af010e5a10d084b78e5cafc94383bd7075d,SC4382FW-Hypnogram.edf,16d69d8a7bc5017b4c7af0aaad689aa634b2c638b4bb2fe7f8d64c8109a51457,2770,0,2769,True,True,True,0,PASS
sleep_edf_sc,SC4401E0,SC_40,92c4aaedfed0951cb2546510a02ad02999ddf940034f557f240b76c584490c66,SC4401EC-Hypnogram.edf,b70a4f7573292282d06daecde23b1cff25766c8ca89ebac913ed30291191a96c,2630,0,2629,True,True,True,0,PASS
sleep_edf_sc,SC4402E0,SC_40,9571bdd6ab2709d6c8a4010f150725b3bcfa5099b9c666a6a6bbeb022fe62039,SC4402EW-Hypnogram.edf,1053234b9c9c58569373207161074b6d1ffcc4693e1d0f722ae7e14336c1bc52,2790,0,2789,True,True,True,0,PASS
sleep_edf_sc,SC4411E0,SC_41,c39726418e1366cad24eb9c96b23aab0b8055db023690476e505453d5adfc7b2,SC4411EJ-Hypnogram.edf,073b005bf8f0804ae52f60b394dd68b00426de8acbc23c6557e236d50edc60f2,2728,0,2727,True,True,True,0,PASS
sleep_edf_sc,SC4412E0,SC_41,f42bc5a55e1fc9b3c7419947110c3d3b1c04c2fd70754d3da7b7101c6b7ae82b,SC4412EM-Hypnogram.edf,5c03e5c699832c91b688eff8004829e7767e8f95cf748bd286d8fcd0e6a2c7e4,2765,0,2764,True,True,True,0,PASS
sleep_edf_sc,SC4421E0,SC_42,b41bc3d6db73587d66b4e9753c1c0d3603b4af6f111cc7543984590c31e62286,SC4421EA-Hypnogram.edf,77c74118334a1d4a2a6b1be55df611bc16b2721f0c26949331fe5f427787c0ab,2764,0,2763,True,True,True,0,PASS
sleep_edf_sc,SC4422E0,SC_42,7bf26daa19f1cab704cfcd170d53c989f25c9b0988a9eb1bd9b4f66f184e3921,SC4422EA-Hypnogram.edf,36fe5d418f7e1726f9c10ca9a807ba72678b938fcb632984a10a704033da145e,2682,0,2681,True,True,True,0,PASS
sleep_edf_sc,SC4431E0,SC_43,acd7af8f054acbd91de5b9a6029c04dcf4f0f0ac6cbb6ded412ee669b5da6bc2,SC4431EM-Hypnogram.edf,633f97f810e0ca9a6a0e9220eb3d569c5ff5c86152cfd120c6e1d58f46a1a909,2723,0,2722,True,True,True,0,PASS
sleep_edf_sc,SC4432E0,SC_43,43ef2671cd031b6460cfbdee631ee97de86ce6c6e7f449dd2b3a3c1994c229f7,SC4432EM-Hypnogram.edf,19bc1115502dc7a2e31fc6f817dc6fe1560de21d8e2c6a806a04e5b1a2ce5b21,2780,0,2779,True,True,True,0,PASS
sleep_edf_sc,SC4441E0,SC_44,ee430ef7dd4afb5fbd93b70e2e3d44c137a0e293454efab154274c8ff5f9ca93,SC4441EC-Hypnogram.edf,53d89034a0b51533ffc0a25096dc17715668fad41d6ea117510f0e54e4de8516,2620,0,2619,True,True,True,0,PASS
sleep_edf_sc,SC4442E0,SC_44,8088807ef6dfea489934f6352c2e6b7548bc37b399ac36bb9337b71f5f575dc1,SC4442EV-Hypnogram.edf,1d2c83c0b217a57f4f9b59f1b7efb4c6c79aa0b49bf9c5526a945a93baf1a92c,2778,0,2777,True,True,True,0,PASS
sleep_edf_sc,SC4451F0,SC_45,649f45b7c3637e4a10d347ff9c087de93c97ee45c9a09c5613d08543796ebae4,SC4451FY-Hypnogram.edf,77872d764b530cdd2c5f320cee24cf00fc9c2e5c7420838038552c8b8ecf0d14,2790,0,2789,True,True,True,0,PASS
sleep_edf_sc,SC4452F0,SC_45,d8b6fd7bc104979e7d84c0ff54e9c7a11a6f24af88aab118b25845e76b55f9ff,SC4452FW-Hypnogram.edf,8293fd807b176434ebcbb85a0a0e9406276b46265bbed3f1cb33f9b04f668802,2670,0,2669,True,True,True,0,PASS
sleep_edf_sc,SC4461F0,SC_46,82f67cca76f975e9375bc72b72f75084833d8f78b05d2fb3ea5a1bebe396d3d1,SC4461FA-Hypnogram.edf,49d38ed04c2d92c6eaafde5e1a37ab18ae73f865e6913d16f51327cc52b0e151,2695,0,2695,True,True,True,0,PASS
sleep_edf_sc,SC4462F0,SC_46,c103fee7be6ed0e393a9654344781279781eff488b07b0d969ae1afea50e87fa,SC4462FJ-Hypnogram.edf,5c94ccdade9c9365fb7003225cb99a393c505e0eb25cb72ff7648f8b27ca8ecc,2854,0,2855,True,True,True,0,PASS
sleep_edf_sc,SC4471F0,SC_47,6a6d6b1d615c839052deb5389c663ab8bac8f990e0d0dccd769558a5aa9bfcf9,SC4471FA-Hypnogram.edf,8acd569ce8c34d0977b05265136262a92789ca10b3005dc6af072711075e6614,2739,0,2739,True,True,True,0,PASS
sleep_edf_sc,SC4472F0,SC_47,fd43b3465b1e3c74b5c7d249cba5a259068f914971c14b9b61aab9b583043db9,SC4472FA-Hypnogram.edf,4efce6d76aac2869ff4c573d0ca0c550b3dee569e6562754e18e1b5e178ba09e,2789,0,2789,True,True,True,0,PASS
sleep_edf_sc,SC4481F0,SC_48,6b75e78772963c7e3654e4f3e7ffc3f16d9eb6f73f482629fec282e7dbb9a662,SC4481FV-Hypnogram.edf,456ce586de5540d28628dd0dff223ece2bfb3b37ff3e267e588e47bcaf3745d1,2880,0,2879,True,True,True,0,PASS
sleep_edf_sc,SC4482F0,SC_48,410b26f1b68ec4da198e45ad876b928995bf8aa3b810b62ade3677e41ae34346,SC4482FJ-Hypnogram.edf,0f4fc4268884ed16b6fc4a151f60b624a1279b4de8b807221092963e07782fd2,2880,0,2879,True,True,True,0,PASS
sleep_edf_sc,SC4491G0,SC_49,e4a11ed9ac637918e668d00eb6f8304a9deef7f3a18e1bcab47d8701fce404ae,SC4491GJ-Hypnogram.edf,3344a2b845b3cbf57bc7f52fd825ee19dbac12e1577f84b0f3d612e4b033b904,2800,0,2799,True,True,True,0,PASS
