subject_id,montage_variant,signal,median_uv,mad_uv,iqr_uv,recording_duration_seconds,valid_epoch_count,finite
I030,ISRUC_M1M2,eeg,0.11742842942476273,6.850331783294678,13.700783252716064,26460.0,882,PASS
I030,ISRUC_M1M2,eog,0.11479052901268005,8.083272933959961,16.166706562042236,26460.0,882,PASS
I031,ISRUC_M1M2,eeg,0.11568287014961243,8.514739990234375,17.031036138534546,26310.0,877,PASS
I031,ISRUC_M1M2,eog,0.07072386890649796,7.892663478851318,15.786376595497131,26310.0,877,PASS
I032,ISRUC_M1M2,eeg,0.09445226192474365,6.631354331970215,13.262041807174683,30300.0,1010,PASS
I032,ISRUC_M1M2,eog,0.11418987810611725,6.541833400726318,13.083392858505249,30300.0,1010,PASS
I033,ISRUC_M1M2,eeg,-0.06879593431949615,10.825332641601562,21.650964975357056,27600.0,920,PASS
I033,ISRUC_M1M2,eog,-0.09189601242542267,12.835657119750977,25.671685934066772,27600.0,920,PASS
I034,ISRUC_M1M2,eeg,0.13627955317497253,9.94100570678711,19.883020877838135,26130.0,871,PASS
I034,ISRUC_M1M2,eog,-0.006257181987166405,9.077777862548828,18.15715789794922,26130.0,871,PASS
I035,ISRUC_M1M2,eeg,-0.013226794078946114,8.042917251586914,16.085752487182617,23640.0,788,PASS
I035,ISRUC_M1M2,eog,-0.11580787599086761,14.759119033813477,29.51388120651245,23640.0,788,PASS
I036,ISRUC_M1M2,eeg,0.09017165005207062,10.17958927154541,20.359172821044922,29610.0,987,PASS
I036,ISRUC_M1M2,eog,0.09209269285202026,10.438886642456055,20.876965522766113,29610.0,987,PASS
I037,ISRUC_M1M2,eeg,0.09239974617958069,6.533563137054443,13.066559076309204,24180.0,806,PASS
I037,ISRUC_M1M2,eog,0.04191916063427925,7.0395965576171875,14.083070755004883,24180.0,806,PASS
I038,ISRUC_M1M2,eeg,0.11776509881019592,6.8514204025268555,13.702534437179565,27960.0,932,PASS
I038,ISRUC_M1M2,eog,0.11513850092887878,6.865693092346191,13.728798389434814,27960.0,932,PASS
I039,ISRUC_M1M2,eeg,0.009899831376969814,7.388304710388184,14.777868390083313,27000.0,900,PASS
I039,ISRUC_M1M2,eog,0.06504611670970917,9.250467300415039,18.50253391265869,27000.0,900,PASS
I041,ISRUC_M1M2,eeg,0.08250339329242706,10.721227645874023,21.443269968032837,29220.0,974,PASS
I041,ISRUC_M1M2,eog,-0.042714592069387436,11.074050903320312,22.147027730941772,29220.0,974,PASS
I042,ISRUC_M1M2,eeg,-0.07390960305929184,12.084844589233398,24.169831037521362,24360.0,812,PASS
I042,ISRUC_M1M2,eog,0.10420383512973785,18.545194625854492,37.09513998031616,24360.0,812,PASS
I043,ISRUC_M1M2,eeg,0.3033338189125061,7.814208984375,15.634875297546387,22410.0,747,PASS
I043,ISRUC_M1M2,eog,0.5864291191101074,9.741070747375488,19.498017072677612,22410.0,747,PASS
I044,ISRUC_M1M2,eeg,0.05422971397638321,7.91424560546875,15.828752756118774,27960.0,932,PASS
I044,ISRUC_M1M2,eog,0.08395199477672577,8.627967834472656,17.256788969039917,27960.0,932,PASS
I045,ISRUC_M1M2,eeg,-0.0754087045788765,8.96769905090332,17.935537815093994,27180.0,906,PASS
I045,ISRUC_M1M2,eog,0.17375338077545166,8.622882843017578,17.246461868286133,27180.0,906,PASS
I046,ISRUC_M1M2,eeg,0.09233683347702026,8.387638092041016,16.775076866149902,25890.0,863,PASS
I046,ISRUC_M1M2,eog,0.12523281574249268,9.450773239135742,18.902141332626343,25890.0,863,PASS
I047,ISRUC_M1M2,eeg,0.037555575370788574,7.059694766998291,14.119112610816956,25140.0,838,PASS
I047,ISRUC_M1M2,eog,-0.0207156240940094,10.109298706054688,20.219260215759277,25140.0,838,PASS
I048,ISRUC_M1M2,eeg,0.02408248744904995,11.498897552490234,22.99758505821228,29430.0,981,PASS
I048,ISRUC_M1M2,eog,-0.09076792001724243,14.49704360961914,28.998823404312134,29430.0,981,PASS
I049,ISRUC_M1M2,eeg,0.22455710172653198,8.117645263671875,16.237286925315857,23790.0,793,PASS
I049,ISRUC_M1M2,eog,0.46480029821395874,6.840112209320068,13.689716696739197,23790.0,793,PASS
I050,ISRUC_M1M2,eeg,0.14113911986351013,7.734832286834717,15.47226345539093,27150.0,905,PASS
I050,ISRUC_M1M2,eog,0.1331697255373001,7.453930854797363,14.911095380783081,27150.0,905,PASS
I051,ISRUC_M1M2,eeg,-0.07214636355638504,8.438162803649902,16.87614369392395,25680.0,856,PASS
I051,ISRUC_M1M2,eog,-0.001418490195646882,8.892953872680664,17.78416347503662,25680.0,856,PASS
I052,ISRUC_M1M2,eeg,0.10188936442136765,7.658904075622559,15.318759799003601,27360.0,912,PASS
I052,ISRUC_M1M2,eog,0.13777098059654236,7.669480323791504,15.345979690551758,27360.0,912,PASS
I053,ISRUC_M1M2,eeg,0.09030832350254059,7.532377243041992,15.064310908317566,27300.0,910,PASS
I053,ISRUC_M1M2,eog,0.07792526483535767,5.829738616943359,11.659138202667236,27300.0,910,PASS
I054,ISRUC_M1M2,eeg,0.09056548029184341,11.737546920776367,23.479037523269653,24420.0,814,PASS
I054,ISRUC_M1M2,eog,0.3658274710178375,10.528417587280273,21.073906660079956,24420.0,814,PASS
I055,ISRUC_M1M2,eeg,0.12444999814033508,8.817985534667969,17.635483741760254,26370.0,879,PASS
I055,ISRUC_M1M2,eog,0.010479196906089783,8.29344654083252,16.585203170776367,26370.0,879,PASS
I056,ISRUC_M1M2,eeg,0.05461660772562027,8.789762496948242,17.580289840698242,28680.0,956,PASS
I056,ISRUC_M1M2,eog,-0.015599079430103302,9.088062286376953,18.173125982284546,28680.0,956,PASS
I057,ISRUC_M1M2,eeg,0.05327432602643967,13.655844688415527,27.31148886680603,30210.0,1007,PASS
I057,ISRUC_M1M2,eog,0.0956486389040947,12.052474975585938,24.105721712112427,30210.0,1007,PASS
I058,ISRUC_M1M2,eeg,-0.1896931529045105,11.315238952636719,22.634450912475586,28950.0,965,PASS
I058,ISRUC_M1M2,eog,-0.10748821496963501,10.634132385253906,21.272557258605957,28950.0,965,PASS
I059,ISRUC_M1M2,eeg,0.07505306601524353,7.870034217834473,15.740965604782104,28260.0,942,PASS
I059,ISRUC_M1M2,eog,0.19558335840702057,9.335165023803711,18.66873550415039,28260.0,942,PASS
I060,ISRUC_M1M2,eeg,0.029988519847393036,13.090826034545898,26.181633472442627,27480.0,916,PASS
I060,ISRUC_M1M2,eog,0.37707415223121643,14.520998001098633,29.049236297607422,27480.0,916,PASS
I061,ISRUC_M1M2,eeg,-0.019127843901515007,10.051692008972168,20.103291749954224,25560.0,852,PASS
I061,ISRUC_M1M2,eog,-0.06518089771270752,9.854635238647461,19.71374487876892,25560.0,852,PASS
I062,ISRUC_M1M2,eeg,0.033105574548244476,9.031129837036133,18.061610221862793,25920.0,864,PASS
I062,ISRUC_M1M2,eog,0.18612293899059296,9.212449073791504,18.424707889556885,25920.0,864,PASS
I063,ISRUC_M1M2,eeg,0.126413032412529,9.350750923156738,18.699985027313232,28620.0,954,PASS
I063,ISRUC_M1M2,eog,-0.06437529623508453,12.540351867675781,25.081925868988037,28620.0,954,PASS
I064,ISRUC_M1M2,eeg,0.05116123706102371,7.865582466125488,15.730867743492126,26760.0,892,PASS
I064,ISRUC_M1M2,eog,0.05623052269220352,13.380207061767578,26.76285171508789,26760.0,892,PASS
I065,ISRUC_M1M2,eeg,0.09848472476005554,10.665660858154297,21.331737995147705,30420.0,1014,PASS
I065,ISRUC_M1M2,eog,-0.1036580502986908,12.74691390991211,25.4972665309906,30420.0,1014,PASS
I066,ISRUC_M1M2,eeg,0.17146600782871246,9.601619720458984,19.2055242061615,25350.0,845,PASS
I066,ISRUC_M1M2,eog,0.25108063220977783,9.696952819824219,19.39287233352661,25350.0,845,PASS
I067,ISRUC_M1M2,eeg,0.08866490423679352,8.679241180419922,17.35964822769165,25860.0,862,PASS
I067,ISRUC_M1M2,eog,0.20416861772537231,11.760159492492676,23.52032232284546,25860.0,862,PASS
I068,ISRUC_M1M2,eeg,0.1128237396478653,7.745901584625244,15.4954092502594,28680.0,956,PASS
I068,ISRUC_M1M2,eog,0.18235716223716736,5.946846008300781,11.89952838420868,28680.0,956,PASS
I069,ISRUC_M1M2,eeg,-0.03942839056253433,12.725903511047363,25.451794385910034,24450.0,815,PASS
I069,ISRUC_M1M2,eog,0.029212716966867447,8.092774391174316,16.18416738510132,24450.0,815,PASS
I070,ISRUC_M1M2,eeg,0.09983832389116287,6.7339935302734375,13.467337250709534,26790.0,893,PASS
I070,ISRUC_M1M2,eog,0.1181335300207138,7.354443550109863,14.708381056785583,26790.0,893,PASS
I071,ISRUC_M1M2,eeg,0.004842077381908894,13.214550018310547,26.429254293441772,24870.0,829,PASS
I071,ISRUC_M1M2,eog,0.022504029795527458,13.151724815368652,26.301966428756714,24870.0,829,PASS
