dataset,subject_id,recording_id,psg_acquired,official_checksum_match,hypnogram_acquired,psg_filename,matched_hypnogram_filename,pair_prefix,pair_confidence,required_channels_present,eeg_rate,eog_rate,eeg_unit,eog_unit,psg_duration_seconds,annotation_duration_seconds,first_annotation_onset_seconds,final_annotation_end_seconds,valid_source_staging_events,exact_failure_point,terminal_status
sleep_edf_sc,SC_05,SC4051E0,True,True,True,SC4051E0-PSG.edf,SC4051EC-Hypnogram.edf,SC4051E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81660.0,86400.0,0.0,86400.0,129,INCLUDED,INCLUDED
sleep_edf_sc,SC_05,SC4052E0,True,True,True,SC4052E0-PSG.edf,SC4052EC-Hypnogram.edf,SC4052E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84180.0,86400.0,0.0,86400.0,136,INCLUDED,INCLUDED
sleep_edf_sc,SC_06,SC4061E0,True,True,True,SC4061E0-PSG.edf,SC4061EC-Hypnogram.edf,SC4061E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83100.0,86400.0,0.0,86400.0,77,INCLUDED,INCLUDED
sleep_edf_sc,SC_06,SC4062E0,True,True,True,SC4062E0-PSG.edf,SC4062EC-Hypnogram.edf,SC4062E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84900.0,86400.0,0.0,86400.0,97,INCLUDED,INCLUDED
sleep_edf_sc,SC_07,SC4071E0,True,True,True,SC4071E0-PSG.edf,SC4071EC-Hypnogram.edf,SC4071E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84300.0,86400.0,0.0,86400.0,115,INCLUDED,INCLUDED
sleep_edf_sc,SC_07,SC4072E0,True,True,True,SC4072E0-PSG.edf,SC4072EH-Hypnogram.edf,SC4072E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83100.0,86400.0,0.0,86400.0,178,INCLUDED,INCLUDED
sleep_edf_sc,SC_08,SC4081E0,True,True,True,SC4081E0-PSG.edf,SC4081EC-Hypnogram.edf,SC4081E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83880.0,86400.0,0.0,86400.0,141,INCLUDED,INCLUDED
sleep_edf_sc,SC_08,SC4082E0,True,True,True,SC4082E0-PSG.edf,SC4082EP-Hypnogram.edf,SC4082E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,79020.0,86400.0,0.0,86400.0,155,INCLUDED,INCLUDED
sleep_edf_sc,SC_09,SC4091E0,True,True,True,SC4091E0-PSG.edf,SC4091EC-Hypnogram.edf,SC4091E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81960.0,86400.0,0.0,86400.0,137,INCLUDED,INCLUDED
sleep_edf_sc,SC_09,SC4092E0,True,True,True,SC4092E0-PSG.edf,SC4092EC-Hypnogram.edf,SC4092E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85740.0,86400.0,0.0,86400.0,103,INCLUDED,INCLUDED
sleep_edf_sc,SC_10,SC4101E0,True,True,True,SC4101E0-PSG.edf,SC4101EC-Hypnogram.edf,SC4101E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81600.0,86400.0,0.0,86400.0,61,INCLUDED,INCLUDED
sleep_edf_sc,SC_10,SC4102E0,True,True,True,SC4102E0-PSG.edf,SC4102EC-Hypnogram.edf,SC4102E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85740.0,86400.0,0.0,86400.0,116,INCLUDED,INCLUDED
sleep_edf_sc,SC_11,SC4111E0,True,True,True,SC4111E0-PSG.edf,SC4111EC-Hypnogram.edf,SC4111E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,79260.0,86400.0,0.0,86400.0,124,INCLUDED,INCLUDED
sleep_edf_sc,SC_11,SC4112E0,True,True,True,SC4112E0-PSG.edf,SC4112EC-Hypnogram.edf,SC4112E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83400.0,86400.0,0.0,86400.0,125,INCLUDED,INCLUDED
sleep_edf_sc,SC_12,SC4121E0,True,True,True,SC4121E0-PSG.edf,SC4121EC-Hypnogram.edf,SC4121E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83580.0,86400.0,0.0,86400.0,127,INCLUDED,INCLUDED
sleep_edf_sc,SC_12,SC4122E0,True,True,True,SC4122E0-PSG.edf,SC4122EV-Hypnogram.edf,SC4122E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,78180.0,86400.0,0.0,86400.0,149,INCLUDED,INCLUDED
sleep_edf_sc,SC_13,SC4131E0,True,True,True,SC4131E0-PSG.edf,SC4131EC-Hypnogram.edf,SC4131E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84420.0,86400.0,0.0,86400.0,146,INCLUDED,INCLUDED
sleep_edf_sc,SC_14,SC4141E0,True,True,True,SC4141E0-PSG.edf,SC4141EU-Hypnogram.edf,SC4141E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82680.0,86400.0,0.0,86400.0,121,INCLUDED,INCLUDED
sleep_edf_sc,SC_14,SC4142E0,True,True,True,SC4142E0-PSG.edf,SC4142EU-Hypnogram.edf,SC4142E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83220.0,86400.0,0.0,86400.0,123,INCLUDED,INCLUDED
sleep_edf_sc,SC_15,SC4151E0,True,True,True,SC4151E0-PSG.edf,SC4151EC-Hypnogram.edf,SC4151E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,78600.0,86400.0,0.0,86400.0,94,INCLUDED,INCLUDED
sleep_edf_sc,SC_15,SC4152E0,True,True,True,SC4152E0-PSG.edf,SC4152EC-Hypnogram.edf,SC4152E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85920.0,86400.0,0.0,86400.0,101,INCLUDED,INCLUDED
sleep_edf_sc,SC_16,SC4161E0,True,True,True,SC4161E0-PSG.edf,SC4161EC-Hypnogram.edf,SC4161E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,78780.0,86400.0,0.0,86400.0,150,INCLUDED,INCLUDED
sleep_edf_sc,SC_16,SC4162E0,True,True,True,SC4162E0-PSG.edf,SC4162EC-Hypnogram.edf,SC4162E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82560.0,86400.0,0.0,86400.0,132,INCLUDED,INCLUDED
sleep_edf_sc,SC_17,SC4171E0,True,True,True,SC4171E0-PSG.edf,SC4171EU-Hypnogram.edf,SC4171E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82260.0,86400.0,0.0,86400.0,181,INCLUDED,INCLUDED
sleep_edf_sc,SC_17,SC4172E0,True,True,True,SC4172E0-PSG.edf,SC4172EC-Hypnogram.edf,SC4172E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81720.0,86400.0,0.0,86400.0,185,INCLUDED,INCLUDED
sleep_edf_sc,SC_18,SC4181E0,True,True,True,SC4181E0-PSG.edf,SC4181EC-Hypnogram.edf,SC4181E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82680.0,86400.0,0.0,86400.0,160,INCLUDED,INCLUDED
sleep_edf_sc,SC_18,SC4182E0,True,True,True,SC4182E0-PSG.edf,SC4182EC-Hypnogram.edf,SC4182E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85260.0,86400.0,0.0,86400.0,107,INCLUDED,INCLUDED
sleep_edf_sc,SC_19,SC4191E0,True,True,True,SC4191E0-PSG.edf,SC4191EP-Hypnogram.edf,SC4191E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83220.0,86400.0,0.0,86400.0,177,INCLUDED,INCLUDED
sleep_edf_sc,SC_19,SC4192E0,True,True,True,SC4192E0-PSG.edf,SC4192EV-Hypnogram.edf,SC4192E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,78300.0,86400.0,0.0,86400.0,123,INCLUDED,INCLUDED
sleep_edf_sc,SC_20,SC4201E0,True,True,True,SC4201E0-PSG.edf,SC4201EC-Hypnogram.edf,SC4201E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84120.0,86400.0,0.0,86400.0,54,INCLUDED,INCLUDED
sleep_edf_sc,SC_20,SC4202E0,True,True,True,SC4202E0-PSG.edf,SC4202EC-Hypnogram.edf,SC4202E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80100.0,86400.0,0.0,86400.0,46,INCLUDED,INCLUDED
sleep_edf_sc,SC_21,SC4211E0,True,True,True,SC4211E0-PSG.edf,SC4211EC-Hypnogram.edf,SC4211E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84300.0,86400.0,0.0,86400.0,112,INCLUDED,INCLUDED
sleep_edf_sc,SC_21,SC4212E0,True,True,True,SC4212E0-PSG.edf,SC4212EC-Hypnogram.edf,SC4212E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80820.0,86400.0,0.0,86400.0,75,INCLUDED,INCLUDED
sleep_edf_sc,SC_22,SC4221E0,True,True,True,SC4221E0-PSG.edf,SC4221EJ-Hypnogram.edf,SC4221E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81000.0,86400.0,0.0,86400.0,163,INCLUDED,INCLUDED
sleep_edf_sc,SC_22,SC4222E0,True,True,True,SC4222E0-PSG.edf,SC4222EC-Hypnogram.edf,SC4222E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82800.0,86400.0,0.0,86400.0,181,INCLUDED,INCLUDED
sleep_edf_sc,SC_23,SC4231E0,True,True,True,SC4231E0-PSG.edf,SC4231EJ-Hypnogram.edf,SC4231E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82380.0,86400.0,0.0,86400.0,108,INCLUDED,INCLUDED
sleep_edf_sc,SC_23,SC4232E0,True,True,True,SC4232E0-PSG.edf,SC4232EV-Hypnogram.edf,SC4232E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,79200.0,86400.0,0.0,86400.0,142,INCLUDED,INCLUDED
sleep_edf_sc,SC_24,SC4241E0,True,True,True,SC4241E0-PSG.edf,SC4241EC-Hypnogram.edf,SC4241E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81060.0,86400.0,0.0,86400.0,84,INCLUDED,INCLUDED
sleep_edf_sc,SC_24,SC4242E0,True,True,True,SC4242E0-PSG.edf,SC4242EA-Hypnogram.edf,SC4242E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81300.0,86400.0,0.0,86400.0,117,INCLUDED,INCLUDED
sleep_edf_sc,SC_25,SC4251E0,True,True,True,SC4251E0-PSG.edf,SC4251EP-Hypnogram.edf,SC4251E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82800.0,86400.0,0.0,86400.0,81,INCLUDED,INCLUDED
sleep_edf_sc,SC_25,SC4252E0,True,True,True,SC4252E0-PSG.edf,SC4252EU-Hypnogram.edf,SC4252E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,79980.0,86400.0,0.0,86400.0,152,INCLUDED,INCLUDED
sleep_edf_sc,SC_26,SC4261F0,True,True,True,SC4261F0-PSG.edf,SC4261FM-Hypnogram.edf,SC4261F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84000.0,86400.0,0.0,86400.0,193,INCLUDED,INCLUDED
sleep_edf_sc,SC_26,SC4262F0,True,True,True,SC4262F0-PSG.edf,SC4262FC-Hypnogram.edf,SC4262F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81600.0,86400.0,0.0,86400.0,95,INCLUDED,INCLUDED
sleep_edf_sc,SC_27,SC4271F0,True,True,True,SC4271F0-PSG.edf,SC4271FC-Hypnogram.edf,SC4271F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,73200.0,86400.0,0.0,86400.0,139,INCLUDED,INCLUDED
sleep_edf_sc,SC_27,SC4272F0,True,True,True,SC4272F0-PSG.edf,SC4272FM-Hypnogram.edf,SC4272F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,86100.0,86400.0,0.0,86400.0,168,INCLUDED,INCLUDED
sleep_edf_sc,SC_28,SC4281G0,True,True,True,SC4281G0-PSG.edf,SC4281GC-Hypnogram.edf,SC4281G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83640.0,86400.0,0.0,86400.0,119,INCLUDED,INCLUDED
sleep_edf_sc,SC_28,SC4282G0,True,True,True,SC4282G0-PSG.edf,SC4282GC-Hypnogram.edf,SC4282G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84420.0,86400.0,0.0,86400.0,89,INCLUDED,INCLUDED
sleep_edf_sc,SC_29,SC4291G0,True,True,True,SC4291G0-PSG.edf,SC4291GA-Hypnogram.edf,SC4291G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82680.0,86400.0,0.0,86400.0,300,INCLUDED,INCLUDED
sleep_edf_sc,SC_29,SC4292G0,True,True,True,SC4292G0-PSG.edf,SC4292GC-Hypnogram.edf,SC4292G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84300.0,86400.0,0.0,86400.0,141,INCLUDED,INCLUDED
sleep_edf_sc,SC_30,SC4301E0,True,True,True,SC4301E0-PSG.edf,SC4301EC-Hypnogram.edf,SC4301E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,79380.0,86400.0,0.0,86400.0,123,INCLUDED,INCLUDED
sleep_edf_sc,SC_30,SC4302E0,True,True,True,SC4302E0-PSG.edf,SC4302EV-Hypnogram.edf,SC4302E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84240.0,86400.0,0.0,86400.0,110,INCLUDED,INCLUDED
sleep_edf_sc,SC_31,SC4311E0,True,True,True,SC4311E0-PSG.edf,SC4311EC-Hypnogram.edf,SC4311E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80100.0,86400.0,0.0,86400.0,139,INCLUDED,INCLUDED
sleep_edf_sc,SC_31,SC4312E0,True,True,True,SC4312E0-PSG.edf,SC4312EM-Hypnogram.edf,SC4312E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81000.0,86400.0,0.0,86400.0,251,INCLUDED,INCLUDED
sleep_edf_sc,SC_32,SC4321E0,True,True,True,SC4321E0-PSG.edf,SC4321EC-Hypnogram.edf,SC4321E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80700.0,86400.0,0.0,86400.0,54,INCLUDED,INCLUDED
sleep_edf_sc,SC_32,SC4322E0,True,True,True,SC4322E0-PSG.edf,SC4322EC-Hypnogram.edf,SC4322E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,78480.0,86400.0,0.0,86400.0,133,INCLUDED,INCLUDED
sleep_edf_sc,SC_33,SC4331F0,True,True,True,SC4331F0-PSG.edf,SC4331FV-Hypnogram.edf,SC4331F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84300.0,86400.0,0.0,86400.0,120,INCLUDED,INCLUDED
sleep_edf_sc,SC_33,SC4332F0,True,True,True,SC4332F0-PSG.edf,SC4332FC-Hypnogram.edf,SC4332F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82800.0,86400.0,0.0,86400.0,112,INCLUDED,INCLUDED
sleep_edf_sc,SC_34,SC4341F0,True,True,True,SC4341F0-PSG.edf,SC4341FA-Hypnogram.edf,SC4341F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82500.0,86400.0,0.0,86400.0,49,INCLUDED,INCLUDED
sleep_edf_sc,SC_34,SC4342F0,True,True,True,SC4342F0-PSG.edf,SC4342FA-Hypnogram.edf,SC4342F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83700.0,86400.0,0.0,86400.0,90,INCLUDED,INCLUDED
sleep_edf_sc,SC_35,SC4351F0,True,True,True,SC4351F0-PSG.edf,SC4351FA-Hypnogram.edf,SC4351F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81300.0,86400.0,0.0,86400.0,152,INCLUDED,INCLUDED
sleep_edf_sc,SC_35,SC4352F0,True,True,True,SC4352F0-PSG.edf,SC4352FV-Hypnogram.edf,SC4352F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,75960.0,86400.0,0.0,86400.0,147,INCLUDED,INCLUDED
sleep_edf_sc,SC_36,SC4362F0,True,True,True,SC4362F0-PSG.edf,SC4362FC-Hypnogram.edf,SC4362F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,67980.0,86400.0,0.0,86400.0,86,INCLUDED,INCLUDED
sleep_edf_sc,SC_37,SC4371F0,True,True,True,SC4371F0-PSG.edf,SC4371FA-Hypnogram.edf,SC4371F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85500.0,86400.0,0.0,86400.0,102,INCLUDED,INCLUDED
sleep_edf_sc,SC_37,SC4372F0,True,True,True,SC4372F0-PSG.edf,SC4372FC-Hypnogram.edf,SC4372F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85200.0,86400.0,0.0,86400.0,58,INCLUDED,INCLUDED
sleep_edf_sc,SC_38,SC4381F0,True,True,True,SC4381F0-PSG.edf,SC4381FC-Hypnogram.edf,SC4381F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82500.0,86400.0,0.0,86400.0,69,INCLUDED,INCLUDED
sleep_edf_sc,SC_38,SC4382F0,True,True,True,SC4382F0-PSG.edf,SC4382FW-Hypnogram.edf,SC4382F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83100.0,86400.0,0.0,86400.0,104,INCLUDED,INCLUDED
sleep_edf_sc,SC_40,SC4401E0,True,True,True,SC4401E0-PSG.edf,SC4401EC-Hypnogram.edf,SC4401E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,78900.0,86400.0,0.0,86400.0,91,INCLUDED,INCLUDED
sleep_edf_sc,SC_40,SC4402E0,True,True,True,SC4402E0-PSG.edf,SC4402EW-Hypnogram.edf,SC4402E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83700.0,86400.0,0.0,86400.0,165,INCLUDED,INCLUDED
sleep_edf_sc,SC_41,SC4411E0,True,True,True,SC4411E0-PSG.edf,SC4411EJ-Hypnogram.edf,SC4411E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81840.0,86400.0,0.0,86400.0,178,INCLUDED,INCLUDED
sleep_edf_sc,SC_41,SC4412E0,True,True,True,SC4412E0-PSG.edf,SC4412EM-Hypnogram.edf,SC4412E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85740.0,86400.0,0.0,86400.0,195,INCLUDED,INCLUDED
sleep_edf_sc,SC_42,SC4421E0,True,True,True,SC4421E0-PSG.edf,SC4421EA-Hypnogram.edf,SC4421E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82920.0,86400.0,0.0,86400.0,126,INCLUDED,INCLUDED
sleep_edf_sc,SC_42,SC4422E0,True,True,True,SC4422E0-PSG.edf,SC4422EA-Hypnogram.edf,SC4422E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80460.0,86400.0,0.0,86400.0,157,INCLUDED,INCLUDED
sleep_edf_sc,SC_43,SC4431E0,True,True,True,SC4431E0-PSG.edf,SC4431EM-Hypnogram.edf,SC4431E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84300.0,86400.0,0.0,86400.0,109,INCLUDED,INCLUDED
sleep_edf_sc,SC_43,SC4432E0,True,True,True,SC4432E0-PSG.edf,SC4432EM-Hypnogram.edf,SC4432E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83400.0,86400.0,0.0,86400.0,87,INCLUDED,INCLUDED
sleep_edf_sc,SC_44,SC4441E0,True,True,True,SC4441E0-PSG.edf,SC4441EC-Hypnogram.edf,SC4441E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,78600.0,86400.0,0.0,86400.0,135,INCLUDED,INCLUDED
sleep_edf_sc,SC_44,SC4442E0,True,True,True,SC4442E0-PSG.edf,SC4442EV-Hypnogram.edf,SC4442E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83340.0,86400.0,0.0,86400.0,149,INCLUDED,INCLUDED
sleep_edf_sc,SC_45,SC4451F0,True,True,True,SC4451F0-PSG.edf,SC4451FY-Hypnogram.edf,SC4451F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83700.0,86400.0,0.0,86400.0,213,INCLUDED,INCLUDED
sleep_edf_sc,SC_45,SC4452F0,True,True,True,SC4452F0-PSG.edf,SC4452FW-Hypnogram.edf,SC4452F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80100.0,86400.0,0.0,86400.0,219,INCLUDED,INCLUDED
sleep_edf_sc,SC_46,SC4461F0,True,True,True,SC4461F0-PSG.edf,SC4461FA-Hypnogram.edf,SC4461F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80880.0,86400.0,0.0,86400.0,96,INCLUDED,INCLUDED
sleep_edf_sc,SC_46,SC4462F0,True,True,True,SC4462F0-PSG.edf,SC4462FJ-Hypnogram.edf,SC4462F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85680.0,86400.0,0.0,86400.0,113,INCLUDED,INCLUDED
sleep_edf_sc,SC_47,SC4471F0,True,True,True,SC4471F0-PSG.edf,SC4471FA-Hypnogram.edf,SC4471F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82200.0,86400.0,0.0,86400.0,245,INCLUDED,INCLUDED
sleep_edf_sc,SC_47,SC4472F0,True,True,True,SC4472F0-PSG.edf,SC4472FA-Hypnogram.edf,SC4472F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83700.0,86400.0,0.0,86400.0,229,INCLUDED,INCLUDED
sleep_edf_sc,SC_48,SC4481F0,True,True,True,SC4481F0-PSG.edf,SC4481FV-Hypnogram.edf,SC4481F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,86400.0,86400.0,0.0,86400.0,218,INCLUDED,INCLUDED
sleep_edf_sc,SC_48,SC4482F0,True,True,True,SC4482F0-PSG.edf,SC4482FJ-Hypnogram.edf,SC4482F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,86400.0,86400.0,0.0,86400.0,207,INCLUDED,INCLUDED
sleep_edf_sc,SC_49,SC4491G0,True,True,True,SC4491G0-PSG.edf,SC4491GJ-Hypnogram.edf,SC4491G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84000.0,86400.0,0.0,86400.0,148,INCLUDED,INCLUDED
sleep_edf_sc,SC_49,SC4492G0,True,True,True,SC4492G0-PSG.edf,SC4492GJ-Hypnogram.edf,SC4492G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,64080.0,86400.0,0.0,86400.0,167,INCLUDED,INCLUDED
sleep_edf_sc,SC_50,SC4501E0,True,True,True,SC4501E0-PSG.edf,SC4501EW-Hypnogram.edf,SC4501E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82500.0,86400.0,0.0,86400.0,83,INCLUDED,INCLUDED
sleep_edf_sc,SC_50,SC4502E0,True,True,True,SC4502E0-PSG.edf,SC4502EM-Hypnogram.edf,SC4502E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83100.0,86400.0,0.0,86400.0,137,INCLUDED,INCLUDED
sleep_edf_sc,SC_51,SC4511E0,True,True,True,SC4511E0-PSG.edf,SC4511EJ-Hypnogram.edf,SC4511E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81360.0,86400.0,0.0,86400.0,94,INCLUDED,INCLUDED
sleep_edf_sc,SC_51,SC4512E0,True,True,True,SC4512E0-PSG.edf,SC4512EW-Hypnogram.edf,SC4512E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82500.0,86400.0,0.0,86400.0,101,INCLUDED,INCLUDED
sleep_edf_sc,SC_52,SC4522E0,True,True,True,SC4522E0-PSG.edf,SC4522EM-Hypnogram.edf,SC4522E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83220.0,86400.0,0.0,86400.0,67,INCLUDED,INCLUDED
sleep_edf_sc,SC_53,SC4531E0,True,True,True,SC4531E0-PSG.edf,SC4531EM-Hypnogram.edf,SC4531E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,78060.0,86400.0,0.0,86400.0,205,INCLUDED,INCLUDED
sleep_edf_sc,SC_53,SC4532E0,True,True,True,SC4532E0-PSG.edf,SC4532EV-Hypnogram.edf,SC4532E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82320.0,86400.0,0.0,86400.0,118,INCLUDED,INCLUDED
sleep_edf_sc,SC_54,SC4541F0,True,True,True,SC4541F0-PSG.edf,SC4541FA-Hypnogram.edf,SC4541F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82200.0,86400.0,0.0,86400.0,180,INCLUDED,INCLUDED
sleep_edf_sc,SC_54,SC4542F0,True,True,True,SC4542F0-PSG.edf,SC4542FW-Hypnogram.edf,SC4542F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80400.0,86400.0,0.0,86400.0,246,INCLUDED,INCLUDED
sleep_edf_sc,SC_55,SC4551F0,True,True,True,SC4551F0-PSG.edf,SC4551FC-Hypnogram.edf,SC4551F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83160.0,86400.0,0.0,86400.0,110,INCLUDED,INCLUDED
