experiment_id,metric,contrast_name,probability_variant,point_delta,ci95_low,ci95_high,orientation,bootstrap_replicates
D1_SLEEPEDF_TO_ISRUC,AURC,UNSEEN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,0.41458797802789366,0.3862242411110592,0.44301572564634767,lower_is_better,2000
D1_SLEEPEDF_TO_ISRUC,gap_0.1,UNSEEN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,0.041750796040793,0.03469881240436673,0.04921631143052164,zero_is_ideal_signed_gap,2000
D1_SLEEPEDF_TO_ISRUC,macro-F1,INTERACTION_EEG_ONLY,UNCALIBRATED,-0.0027672708491979408,-0.026041865543810945,0.021781935171478823,higher_is_better,2000
D1_SLEEPEDF_TO_ISRUC,NLL,INTERACTION_EEG_ONLY,UNCALIBRATED,-0.0366888307767502,-0.08721922251091913,0.007755611429899718,lower_is_better,2000
D1_SLEEPEDF_TO_ISRUC,AURC,INTERACTION_EEG_ONLY,UNCALIBRATED,0.06420179994012123,0.0526224549994273,0.07525131632033386,lower_is_better,2000
D1_SLEEPEDF_TO_ISRUC,gap_0.1,INTERACTION_EEG_ONLY,UNCALIBRATED,0.00022092793249813355,-0.0020313702464807314,0.002407243147568831,zero_is_ideal_signed_gap,2000
D1_SLEEPEDF_TO_ISRUC,macro-F1,INTERACTION_EOG_ONLY,UNCALIBRATED,-0.02784887837831493,-0.09130648578426634,0.024155541413833095,higher_is_better,2000
D1_SLEEPEDF_TO_ISRUC,NLL,INTERACTION_EOG_ONLY,UNCALIBRATED,0.171576955979622,0.0025791649025644803,0.32640100120225746,lower_is_better,2000
D1_SLEEPEDF_TO_ISRUC,AURC,INTERACTION_EOG_ONLY,UNCALIBRATED,0.32751228776733216,0.27474289254469597,0.3749924191623505,lower_is_better,2000
D1_SLEEPEDF_TO_ISRUC,gap_0.1,INTERACTION_EOG_ONLY,UNCALIBRATED,0.03555716271999877,0.027838550308364827,0.04306755027182548,zero_is_ideal_signed_gap,2000
D2_ISRUC_TO_SLEEPEDF,macro-F1,KNOWN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,-0.08305510526693644,-0.11677702771551926,-0.0534515067191547,higher_is_better,2000
D2_ISRUC_TO_SLEEPEDF,NLL,KNOWN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,0.16006431121364043,0.08463788312179173,0.25759708710662027,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,AURC,KNOWN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,0.045862037584589906,0.027180920184175908,0.0681076765267935,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,gap_0.1,KNOWN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,-0.019682039315846465,-0.03202804320804731,-0.009545717384011134,zero_is_ideal_signed_gap,2000
D2_ISRUC_TO_SLEEPEDF,macro-F1,KNOWN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,-0.2504407575564549,-0.29605318571579126,-0.20494624478394124,higher_is_better,2000
D2_ISRUC_TO_SLEEPEDF,NLL,KNOWN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,0.5534133419927248,0.47402217052534734,0.631740871188363,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,AURC,KNOWN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,0.24190787340326098,0.19801169143104716,0.2856905232527489,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,gap_0.1,KNOWN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,-0.00416776448243775,-0.024252498611451907,0.014127476269013834,zero_is_ideal_signed_gap,2000
D2_ISRUC_TO_SLEEPEDF,macro-F1,UNSEEN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,-0.10141398573327004,-0.11217197716330467,-0.09014263699158714,higher_is_better,2000
D2_ISRUC_TO_SLEEPEDF,NLL,UNSEEN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,0.49809463735482995,0.41316538890265603,0.5795202966291578,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,AURC,UNSEEN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,0.16012931142960693,0.14037292909641286,0.18078393671272544,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,gap_0.1,UNSEEN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,0.015295370450546677,0.0035319111533482256,0.028070242645109517,zero_is_ideal_signed_gap,2000
D2_ISRUC_TO_SLEEPEDF,macro-F1,UNSEEN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,-0.12313152468978605,-0.14244266656545176,-0.10363958865354092,higher_is_better,2000
D2_ISRUC_TO_SLEEPEDF,NLL,UNSEEN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,0.15176456223501683,0.04041068438404426,0.25728861069231673,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,AURC,UNSEEN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,0.29364781311021027,0.26562879327933975,0.3216924758503305,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,gap_0.1,UNSEEN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,-0.028427662135965932,-0.04384102610203318,-0.012987756238402448,zero_is_ideal_signed_gap,2000
D2_ISRUC_TO_SLEEPEDF,macro-F1,INTERACTION_EEG_ONLY,UNCALIBRATED,-0.01835888046633361,-0.05042582018851175,0.01790972229384239,higher_is_better,2000
D2_ISRUC_TO_SLEEPEDF,NLL,INTERACTION_EEG_ONLY,UNCALIBRATED,0.33803032614118955,0.2092206119529126,0.45511654938555557,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,AURC,INTERACTION_EEG_ONLY,UNCALIBRATED,0.11426727384501702,0.08457286210246329,0.14200839221323278,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,gap_0.1,INTERACTION_EEG_ONLY,UNCALIBRATED,0.034977409766393144,0.019412475552438937,0.05158188685624647,zero_is_ideal_signed_gap,2000
D2_ISRUC_TO_SLEEPEDF,macro-F1,INTERACTION_EOG_ONLY,UNCALIBRATED,0.12730923286666887,0.0790427708336493,0.17885019095515317,higher_is_better,2000
D2_ISRUC_TO_SLEEPEDF,NLL,INTERACTION_EOG_ONLY,UNCALIBRATED,-0.4016487797577081,-0.5394596315935718,-0.2691829562924747,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,AURC,INTERACTION_EOG_ONLY,UNCALIBRATED,0.051739939706949324,0.00011106434464273517,0.10498967802946306,lower_is_better,2000
D2_ISRUC_TO_SLEEPEDF,gap_0.1,INTERACTION_EOG_ONLY,UNCALIBRATED,-0.024259897653528185,-0.048674853183063846,0.0006327383211698432,zero_is_ideal_signed_gap,2000
