dataset,subject_id,recording_id,provider_url,http_status,provider_content_length,local_bytes,edf_declared_bytes,byte_delta,checksum_status,header_valid,body_valid,terminal_status,failure_code
sleep_edf_sc,SC_64,SC4642E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4642E0-PSG.edf,200,50891648,50891648,50891648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_70,SC4702E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4702E0-PSG.edf,200,47863808,47863808,47863808,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_74,SC4742E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4742E0-PSG.edf,200,48338048,48338048,48338048,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_80,SC4802G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4802G0-PSG.edf,200,51256448,51256448,51256448,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I004,I004,https://data.nemar.org/nm000111/v1.0.1/sub-I004/eeg/sub-I004_task-sleep_eeg.edf,EXISTING_VALID,157455620,157455620,157455620,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I012,I012,https://data.nemar.org/nm000111/v1.0.1/sub-I012/eeg/sub-I012_task-sleep_eeg.edf,200,138980120,138980120,138980120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I020,I020,https://data.nemar.org/nm000111/v1.0.1/sub-I020/eeg/sub-I020_task-sleep_eeg.edf,200,165305120,165305120,165305120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I028,I028,https://data.nemar.org/nm000111/v1.0.1/sub-I028/eeg/sub-I028_task-sleep_eeg.edf,200,153473120,153473120,153473120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I036,I036,https://data.nemar.org/nm000111/v1.0.1/sub-I036/eeg/sub-I036_task-sleep_eeg.edf,200,160639370,160639370,160639370,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I044,I044,https://data.nemar.org/nm000111/v1.0.1/sub-I044/eeg/sub-I044_task-sleep_eeg.edf,200,163571376,163571376,163571376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I052,I052,https://data.nemar.org/nm000111/v1.0.1/sub-I052/eeg/sub-I052_task-sleep_eeg.edf,200,149117376,149117376,149117376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I060,I060,https://data.nemar.org/nm000111/v1.0.1/sub-I060/eeg/sub-I060_task-sleep_eeg.edf,200,149771376,149771376,149771376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I068,I068,https://data.nemar.org/nm000111/v1.0.1/sub-I068/eeg/sub-I068_task-sleep_eeg.edf,200,156311376,156311376,156311376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I076,I076,https://data.nemar.org/nm000111/v1.0.1/sub-I076/eeg/sub-I076_task-sleep_eeg.edf,200,149180376,149180376,149180376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I084,I084,https://data.nemar.org/nm000111/v1.0.1/sub-I084/eeg/sub-I084_task-sleep_eeg.edf,200,157455876,157455876,157455876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I092,I092,https://data.nemar.org/nm000111/v1.0.1/sub-I092/eeg/sub-I092_task-sleep_eeg.edf,200,143394876,143394876,143394876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I100,I100,https://data.nemar.org/nm000111/v1.0.1/sub-I100/eeg/sub-I100_task-sleep_eeg.edf,200,140778876,140778876,140778876,0,MATCH,PASS,PASS,ACQUIRED,
