subject_id,montage_variant,run_1_sha256,run_2_sha256,identical,status
I054,ISRUC_M1M2,0d123d81f5a127f63f09d4c9cc310ba1dac3b9e4181748ad3a1b1793ee935d45,0d123d81f5a127f63f09d4c9cc310ba1dac3b9e4181748ad3a1b1793ee935d45,True,PASS
I055,ISRUC_M1M2,8ca82d9e45e29df248fe1e7fe163ed24bb553d5537112bd12a8a843b13d8279f,8ca82d9e45e29df248fe1e7fe163ed24bb553d5537112bd12a8a843b13d8279f,True,PASS
I056,ISRUC_M1M2,06ec4efb61d9a1ad2044365ee44ade4df33e415c8398473f8d623e6880fdb31f,06ec4efb61d9a1ad2044365ee44ade4df33e415c8398473f8d623e6880fdb31f,True,PASS
I057,ISRUC_M1M2,c53411b13c373478e217d57d493cee5ffccfc037c7d077ed12f4d6320bcfa280,c53411b13c373478e217d57d493cee5ffccfc037c7d077ed12f4d6320bcfa280,True,PASS
I058,ISRUC_M1M2,0a714e88396905f4f0d4bb28edb65dd3051b7e1c46c1f375d6fdce71c0d61cc7,0a714e88396905f4f0d4bb28edb65dd3051b7e1c46c1f375d6fdce71c0d61cc7,True,PASS
I059,ISRUC_M1M2,d2c8174c420d34f4450387daa9cb6e9548f5536f7863081299aab7b406c2aaa9,d2c8174c420d34f4450387daa9cb6e9548f5536f7863081299aab7b406c2aaa9,True,PASS
I060,ISRUC_M1M2,2685f5d458906ed6f35eb01fb982a2064268ad009f5394e9f7597bcc5b7d3252,2685f5d458906ed6f35eb01fb982a2064268ad009f5394e9f7597bcc5b7d3252,True,PASS
I061,ISRUC_M1M2,0ff48fc361c761e828528400b62d7230e64899882ce72846f5156bbd91f07f25,0ff48fc361c761e828528400b62d7230e64899882ce72846f5156bbd91f07f25,True,PASS
I062,ISRUC_M1M2,bcc5bbf6fe9fa9c6153825a5d52c2a2d9666b2e95ebc42830bc7609d8e729fd0,bcc5bbf6fe9fa9c6153825a5d52c2a2d9666b2e95ebc42830bc7609d8e729fd0,True,PASS
I063,ISRUC_M1M2,49c1834f2d4f3f0142b7598f82e5dc1148eafa95963114a3c0683f1abd37e31c,49c1834f2d4f3f0142b7598f82e5dc1148eafa95963114a3c0683f1abd37e31c,True,PASS
I064,ISRUC_M1M2,af41ca993fc973880ba3b349097f73d8f5415746e628b1d41ae083eb8ce57666,af41ca993fc973880ba3b349097f73d8f5415746e628b1d41ae083eb8ce57666,True,PASS
I065,ISRUC_M1M2,db5548dc1e05fc8868f59d059f65f683225549d729d91adcd57a3dbb109703c3,db5548dc1e05fc8868f59d059f65f683225549d729d91adcd57a3dbb109703c3,True,PASS
I066,ISRUC_M1M2,e0406827a554c41ce527e7966b075a54993d8d1aea0be29eea6730f3e234cb75,e0406827a554c41ce527e7966b075a54993d8d1aea0be29eea6730f3e234cb75,True,PASS
I067,ISRUC_M1M2,b89be9ff5f6061404007ddd07c01d47ad3c939a7696cd9e62b0e246865de3260,b89be9ff5f6061404007ddd07c01d47ad3c939a7696cd9e62b0e246865de3260,True,PASS
I068,ISRUC_M1M2,ec7f80a201c1e9c7e37cc76229e417f1d612063efcc0cce95c8e1fd751848164,ec7f80a201c1e9c7e37cc76229e417f1d612063efcc0cce95c8e1fd751848164,True,PASS
I069,ISRUC_M1M2,3f10fbdd23fa7202480b9e7d2d912064329e858b9c39447735b7c8b024d0cd65,3f10fbdd23fa7202480b9e7d2d912064329e858b9c39447735b7c8b024d0cd65,True,PASS
I070,ISRUC_M1M2,79009a837946584cb182a89dd7360a7a286cd62236f9cc70bf7f2c1a40a01dd0,79009a837946584cb182a89dd7360a7a286cd62236f9cc70bf7f2c1a40a01dd0,True,PASS
I071,ISRUC_M1M2,ca09d5edca6c81a15e2f1ed0557bb3aadbd5be23dffa488e051170c2aec0c5c8,ca09d5edca6c81a15e2f1ed0557bb3aadbd5be23dffa488e051170c2aec0c5c8,True,PASS
