subject_id,official_folder,filename,role,provider,provider_identifier,local_path,bytes,sha256,acquisition_status,retry_count,acquisition_timestamp,failure_code
I003,3,3_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,3,data\raw\isruc-original\subject-3\3\3_1.txt,2831,45fac8a128b91a4abeacec2dec95646ade6c6e3c17013132a3ad2f1bb08907b0,ACQUIRED,0,2026-09-02T20:21:57.905641+00:00,
I003,3,3_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,3,data\raw\isruc-original\subject-3\3\3_1.xlsx,43085,a901d489686939f97b84cd95b792222962dc7905dd679a4e1636ae64c639ffc0,ACQUIRED,0,2026-09-02T20:21:57.905641+00:00,
I003,3,3_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,3,data\raw\isruc-original\subject-3\3\3_2.txt,2829,e60b8f46afb85840b01c0b5e1b951d919e08210253680868b99ee59deef04c5e,ACQUIRED,0,2026-09-02T20:21:57.906636+00:00,
I003,3,3_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,3,data\raw\isruc-original\subject-3\3\3_2.xlsx,43631,6cc43382ba03082eb8ba13190ca3d8aa693ade3bff41dea7228a88c1386ca2c6,ACQUIRED,0,2026-09-02T20:21:57.907638+00:00,
I004,4,4.rec,signal,ORIGINAL_ISRUC_MEGA,4,data\raw\isruc-original\subject-4\4\4\4.rec,157455620,bc0c2b2ae719464a8cafe7cf4ad70639d14951a69dd310b63c55592bb99bbfce,ACQUIRED,0,2026-09-02T20:22:00.253957+00:00,
I004,4,4_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,4,data\raw\isruc-original\subject-4\4\4\4_1.txt,2891,84d47e08774e4d982e590c13967d8411de9f3ac8d47a6fa1b26172f0d8188a2b,ACQUIRED,0,2026-09-02T20:22:00.254960+00:00,
I004,4,4_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,4,data\raw\isruc-original\subject-4\4\4\4_1.xlsx,45365,54c3da60b75037cdd3838524cd9fc2269ebfabdcab0bb1fb84df97acadc6e24d,ACQUIRED,0,2026-09-02T20:22:00.255970+00:00,
I004,4,4_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,4,data\raw\isruc-original\subject-4\4\4\4_2.txt,2889,0c1a6b5e8310723830d8415b1acdda07d388eeb3a80e75d3c8b688dbae855051,ACQUIRED,0,2026-09-02T20:22:00.256969+00:00,
I004,4,4_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,4,data\raw\isruc-original\subject-4\4\4\4_2.xlsx,44152,9245634084980ae280005ba1bd19c2301639782795190f0a2b8c181244841378,ACQUIRED,0,2026-09-02T20:22:00.257966+00:00,
I005,5,5.rec,signal,ORIGINAL_ISRUC_MEGA,5,data\raw\isruc-original\subject-5\5\5\5.rec,143067620,8c666ae94531f0dfad5301f09a3be87a13af813209166a703240375ec6803b2d,ACQUIRED,0,2026-09-02T20:22:02.600642+00:00,
I005,5,5_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,5,data\raw\isruc-original\subject-5\5\5\5_1.txt,2803,1d2791fc8e84a7c4b0910e934d03a56c91ba2282d1be9de7e812088dd15cec0e,ACQUIRED,0,2026-09-02T20:22:02.601642+00:00,
I005,5,5_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,5,data\raw\isruc-original\subject-5\5\5\5_1.xlsx,41077,6e811eeb82fc210b3887ffc9b5b528d07513a48881a1967ec2e3766add1bf20a,ACQUIRED,0,2026-09-02T20:22:02.601642+00:00,
I005,5,5_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,5,data\raw\isruc-original\subject-5\5\5\5_2.txt,2625,c4ad59c46908b9868b2fe2e117296d9588689235af27ae94a4a626e8cfb133d7,ACQUIRED,0,2026-09-02T20:22:02.602810+00:00,
I005,5,5_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,5,data\raw\isruc-original\subject-5\5\5\5_2.xlsx,40401,2d1fbe5f035eaa1c0d847ba1576f1b352dedd47e0c4ea06b59fbfcc51fbbbf6c,ACQUIRED,0,2026-09-02T20:22:02.603809+00:00,
I006,6,6.rec,signal,ORIGINAL_ISRUC_MEGA,6,data\raw\isruc-original\subject-6\6\6\6.rec,146664620,4540ab0c2329e7b0742470c80ee97b8c39a566fab49b0481f193f7fca3913cd6,ACQUIRED,0,2026-09-02T20:22:04.779307+00:00,
I006,6,6_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,6,data\raw\isruc-original\subject-6\6\6\6_1.txt,2693,94cc2021caf7cdf9acced7ca9ddec020ed805837bc30207630de548a0f0e86fb,ACQUIRED,0,2026-09-02T20:22:04.780316+00:00,
I006,6,6_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,6,data\raw\isruc-original\subject-6\6\6\6_1.xlsx,43161,6d949867fd0c27b8ec3e484702e670e967077857dbef966d53e05890a2c7d58f,ACQUIRED,0,2026-09-02T20:22:04.781822+00:00,
I006,6,6_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,6,data\raw\isruc-original\subject-6\6\6\6_2.txt,2691,b1be2209e381ae03abc3d363e7d02c44d4052db03047ad00e8ea75fed21beb9f,ACQUIRED,0,2026-09-02T20:22:04.782836+00:00,
I006,6,6_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,6,data\raw\isruc-original\subject-6\6\6\6_2.xlsx,40048,52b953cbe003c641976e838e737225e4e37042f2d497f11054c5227a24ebc893,ACQUIRED,0,2026-09-02T20:22:04.783833+00:00,
I007,7,7.rec,signal,ORIGINAL_ISRUC_MEGA,7,data\raw\isruc-original\subject-7\7\7.rec,152550620,e4fc74997855b07be59e5512bc8fbb8c3d73ed6d80e9ad46a0c612c46d216065,ACQUIRED,0,2026-09-02T20:22:06.983795+00:00,
I007,7,7_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,7,data\raw\isruc-original\subject-7\7\7_1.txt,2799,a5460bca55f93468e88d3e8ab299cccd71ec88c1da3b79ec854e4622f1967c8d,ACQUIRED,0,2026-09-02T20:22:06.984940+00:00,
I007,7,7_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,7,data\raw\isruc-original\subject-7\7\7_1.xlsx,43737,e12d24b6bdacefeb4229001a6caf0ccecf3ccf463a06839c573b5e263f961148,ACQUIRED,0,2026-09-02T20:22:06.984940+00:00,
I007,7,7_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,7,data\raw\isruc-original\subject-7\7\7_2.txt,2799,fead7c9718b6e7f2426bc25a025403b21d60d7fc1ad0d7517a3385277abf0153,ACQUIRED,0,2026-09-02T20:22:06.985945+00:00,
I007,7,7_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,7,data\raw\isruc-original\subject-7\7\7_2.xlsx,42695,94ccc5fdb623e45e337aabd087f399bc97b454589120e5ca800dc93ffe949b8d,ACQUIRED,0,2026-09-02T20:22:06.985945+00:00,
I008,8,8.rec,signal,ORIGINAL_ISRUC_MEGA,8,data\raw\isruc-original\subject-8\8\8.rec,120689632,7d4744746d62b7ed4cb99e152a8256e5299b1eadaeda7bfe19238945650dcb25,ACQUIRED,0,2026-09-02T20:22:09.203009+00:00,
I008,8,8_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,8,data\raw\isruc-original\subject-8\8\8_1.txt,2712,7cfda8d4c63ee1cb1b593a8ed626184b5d443a6f963935d6cbc4ac23b7e2d965,ACQUIRED,0,2026-09-02T20:22:09.204124+00:00,
I008,8,8_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,8,data\raw\isruc-original\subject-8\8\8_1.xlsx,43943,2f6035086ca367aad57bbc51789037cb08ebe267e020e78cbb0cfba5fc44650d,ACQUIRED,0,2026-09-02T20:22:09.206280+00:00,
I008,8,8_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,8,data\raw\isruc-original\subject-8\8\8_2.txt,2712,5eb6c19ebe04d2cf7d1830dfeb5a2a29708b714c461cd256bc49d158bd831a3e,ACQUIRED,0,2026-09-02T20:22:09.207282+00:00,
I008,8,8_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,8,data\raw\isruc-original\subject-8\8\8_2.xlsx,41367,2c3f9f9e6bc51ed6767fba768738c2fa9ae7b5aa23aa0be8b61b7e3d31d40d56,ACQUIRED,0,2026-09-02T20:22:09.208280+00:00,
I009,9,9.rec,signal,ORIGINAL_ISRUC_MEGA,9,data\raw\isruc-original\subject-9\9\9.rec,158436620,7ccad29d0d095ad8b981fe8270920e4e3b870913b449b7d0f367125be80b7211,ACQUIRED,0,2026-09-02T20:22:11.405208+00:00,
I009,9,9_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,9,data\raw\isruc-original\subject-9\9\9_1.txt,2907,b5914ce17b2c51129f730381fcc5c59e735aa32437049848416021495d3aa88f,ACQUIRED,0,2026-09-02T20:22:11.406204+00:00,
I009,9,9_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,9,data\raw\isruc-original\subject-9\9\9_1.xlsx,45121,b0557fa2abeb6798f20082bffd18655f3f779f62e57fecb6aeef832e57067a12,ACQUIRED,0,2026-09-02T20:22:11.406204+00:00,
I009,9,9_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,9,data\raw\isruc-original\subject-9\9\9_2.txt,2907,9833cbc01284cb84efecbcd0ad622a0dc10e3117ae30d7b23769355c5db574d9,ACQUIRED,0,2026-09-02T20:22:11.407213+00:00,
I009,9,9_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,9,data\raw\isruc-original\subject-9\9\9_2.xlsx,44176,add5f2a3a55f9d9ea7b5e43868dda1ce05a52e15f4f9e234fc6151fb2fbe00c9,ACQUIRED,0,2026-09-02T20:22:11.408207+00:00,
I010,10,10.rec,signal,ORIGINAL_ISRUC_MEGA,10,data\raw\isruc-original\subject-10\10\10.rec,137672120,318e58a7cdf06667686274d7c0e7454b87790ef534cfe2b3363f048c1e71577d,ACQUIRED,0,2026-09-02T20:22:13.714168+00:00,
I010,10,10_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,10,data\raw\isruc-original\subject-10\10\10_1.txt,2526,1b75031f35742f7f53432cb5e249539c249c1f7badc7fd59ab38554836015227,ACQUIRED,0,2026-09-02T20:22:13.715323+00:00,
I010,10,10_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,10,data\raw\isruc-original\subject-10\10\10_1.xlsx,41666,cf15574489f7aef3c163f3b60facbd86c0b3bf3bb0164cfa2a7815773e9cc0ae,ACQUIRED,0,2026-09-02T20:22:13.716326+00:00,
I010,10,10_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,10,data\raw\isruc-original\subject-10\10\10_2.txt,2526,1a5ee781f7b35b54b8c1a11e04131f8486c4127e4fd2b39a3c7e6cce51812d94,ACQUIRED,0,2026-09-02T20:22:13.717333+00:00,
I010,10,10_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,10,data\raw\isruc-original\subject-10\10\10_2.xlsx,40059,0a4f6874ecc6aaf14ccd3ed62f9f3becaba1e566f9f1479125f56305135b6bc3,ACQUIRED,0,2026-09-02T20:22:13.718330+00:00,
I011,11,11.rec,signal,ORIGINAL_ISRUC_MEGA,11,data\raw\isruc-original\subject-11\11\11.rec,198907900,ea67c90484c6411c0d265bf82571c926d0ddbf945a50ce4770bd64c045a045ff,ACQUIRED,0,2026-09-02T20:22:15.819890+00:00,
I011,11,11_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,11,data\raw\isruc-original\subject-11\11\11_1.txt,2991,f2bcfd3ebaf8be80f9bce48ce0f67b2db3031909f99c707337ea75e93f95de63,ACQUIRED,0,2026-09-02T20:22:15.819890+00:00,
I011,11,11_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,11,data\raw\isruc-original\subject-11\11\11_1.xlsx,48094,43def86418f339b1ffb498972773610447c93b9af0721d286d9e9d1debbc298f,ACQUIRED,0,2026-09-02T20:22:15.820895+00:00,
I011,11,11_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,11,data\raw\isruc-original\subject-11\11\11_2.txt,2991,8e2f83207fc17b14fe8c52801ff4a4fca51acb2e2fa98efa437395e151549aa8,ACQUIRED,0,2026-09-02T20:22:15.820895+00:00,
I011,11,11_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,11,data\raw\isruc-original\subject-11\11\11_2.xlsx,44136,c09e48b0173abb0d699cc58a5ffeff70b69a8cc755a6340bbcae444ebabaae41,ACQUIRED,0,2026-09-02T20:22:15.822036+00:00,
I012,12,12.rec,signal,ORIGINAL_ISRUC_MEGA,12,data\raw\isruc-original\subject-12\12\12.rec,138980120,1e42dbbc8ba74d3801eb43ba1900b7e7b74fc936e058f5c0fe632863be768271,ACQUIRED,0,2026-09-02T20:22:16.163318+00:00,
I012,12,12_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,12,data\raw\isruc-original\subject-12\12\12_1.txt,2550,edc5271d4d757ef9a19e0ec35cb2098dc557e810206056944676cd60b87db33f,ACQUIRED,0,2026-09-02T20:22:16.164319+00:00,
I012,12,12_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,12,data\raw\isruc-original\subject-12\12\12_1.xlsx,40996,6293eaf1ace6f8fe373d0d4f5464a10908842c04491ad4af0d88eaa50278896e,ACQUIRED,0,2026-09-02T20:22:16.165451+00:00,
I012,12,12_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,12,data\raw\isruc-original\subject-12\12\12_2.txt,2550,5d3bd65fa450395dd4020b8875193af272a8ca8fdc8592b2b896000003085e6f,ACQUIRED,0,2026-09-02T20:22:16.165451+00:00,
I012,12,12_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,12,data\raw\isruc-original\subject-12\12\12_2.xlsx,40212,8f01ff3a0fc56f0b3cbeb9b5ae857b13ad78c6a1e3ddba61bbb5cb61df056c4b,ACQUIRED,0,2026-09-02T20:22:16.166449+00:00,
I013,13,13.rec,signal,ORIGINAL_ISRUC_MEGA,13,data\raw\isruc-original\subject-13\13\13.rec,144212120,40169513f0e143fb7d0be143b4f219145365896ed9a90bcc9788ac010b441beb,ACQUIRED,0,2026-09-02T20:22:18.209216+00:00,
I013,13,13_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,13,data\raw\isruc-original\subject-13\13\13_1.txt,2646,b481cc029a656132c04a6aa9425696884f695c85a90e6ff47d033deb0855cff2,ACQUIRED,0,2026-09-02T20:22:18.209216+00:00,
I013,13,13_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,13,data\raw\isruc-original\subject-13\13\13_1.xlsx,41134,a9f44e0cbaa6703219b42ecdeeaaa02ca34eef963900d428f945c9d696040827,ACQUIRED,0,2026-09-02T20:22:18.210215+00:00,
I013,13,13_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,13,data\raw\isruc-original\subject-13\13\13_2.txt,2646,ac2290495b6c4b07aad17d9cc26a8b53c7673bfa0540450266fa0ab6a8e4dc96,ACQUIRED,0,2026-09-02T20:22:18.211207+00:00,
I013,13,13_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,13,data\raw\isruc-original\subject-13\13\13_2.xlsx,40949,0cb2abab5d73032a0b31e1f2e4a0d375026c41a88c551dd595234b5197c673c7,ACQUIRED,0,2026-09-02T20:22:18.211207+00:00,
I014,14,14.rec,signal,ORIGINAL_ISRUC_MEGA,14,data\raw\isruc-original\subject-14\14\14.rec,146777120,4d311808c2b890416bf41bad521d14745786f375c248100a945a6614772f54af,ACQUIRED,0,2026-09-02T20:22:18.491556+00:00,
I014,14,14_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,14,data\raw\isruc-original\subject-14\14\14_1.txt,2718,1c9236b4f2997b3b95c4b071386f9e4a0a18d027a4f038464221286870717918,ACQUIRED,0,2026-09-02T20:22:18.493725+00:00,
I014,14,14_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,14,data\raw\isruc-original\subject-14\14\14_1.xlsx,41568,e1c3a0ae456e8b233b1b1470defcec97949dde81bb9b603f24812e5c6ccee831,ACQUIRED,0,2026-09-02T20:22:18.493725+00:00,
I014,14,14_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,14,data\raw\isruc-original\subject-14\14\14_2.txt,2718,0b27becdee905128125d404ace427c91032efa55415d0b36d7c7cc03be3618ef,ACQUIRED,0,2026-09-02T20:22:18.494901+00:00,
I014,14,14_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,14,data\raw\isruc-original\subject-14\14\14_2.xlsx,41582,77318981707eeb020b3d62f2a9fd4c7d02efdcb07bde817d73b2e57109dc74d4,ACQUIRED,0,2026-09-02T20:22:18.495882+00:00,
I015,15,15.rec,signal,ORIGINAL_ISRUC_MEGA,15,data\raw\isruc-original\subject-15\15\15.rec,128516120,75356fa21b0bf2e30c9c69bb6f8ab1d5d20bfeb514ae7991c539bbed1cc544a4,ACQUIRED,0,2026-09-02T20:22:18.801627+00:00,
I015,15,15_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,15,data\raw\isruc-original\subject-15\15\15_1.txt,2358,02387c6f2f08a22d9e9ed7418bdf9723fa6330ae4dd119d2bd66da3d2a04497b,ACQUIRED,0,2026-09-02T20:22:18.802628+00:00,
I015,15,15_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,15,data\raw\isruc-original\subject-15\15\15_1.xlsx,38347,5e2b487652ed8c0e90266624aa4f3e53a01262430ea5794dba29c7b8f8711d26,ACQUIRED,0,2026-09-02T20:22:18.803637+00:00,
I015,15,15_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,15,data\raw\isruc-original\subject-15\15\15_2.txt,2358,1db27e21862a3f1f978d0bb847d83bbedda704b3d430214ff3c22d46cf1924fa,ACQUIRED,0,2026-09-02T20:22:18.803637+00:00,
I015,15,15_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,15,data\raw\isruc-original\subject-15\15\15_2.xlsx,38355,806dcbe46e85d0e435cedfecef0ad15e2e2638ddc697ab1052fd25cff46274ff,ACQUIRED,0,2026-09-02T20:22:18.804764+00:00,
I016,16,16.rec,signal,ORIGINAL_ISRUC_MEGA,16,data\raw\isruc-original\subject-16\16\16.rec,144375620,c5f86eb258d3e7aff79f6afc0ac4aa7f06ee3eaff1055d38a10ddc6171b0f25a,ACQUIRED,0,2026-09-02T20:22:20.721308+00:00,
I016,16,16_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,16,data\raw\isruc-original\subject-16\16\16_1.txt,3007,f20ee9b25021c856344880f390379955715e59246e601398afe54754e49e9510,ACQUIRED,0,2026-09-02T20:22:20.722460+00:00,
I016,16,16_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,16,data\raw\isruc-original\subject-16\16\16_1.xlsx,42772,94d184e55fd344e9a6e399d22bf234c5f74bc7c5e44c93219b13dcefa36686a0,ACQUIRED,0,2026-09-02T20:22:20.723456+00:00,
I016,16,16_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,16,data\raw\isruc-original\subject-16\16\16_2.txt,2649,d86375e35d5faf30a8b401fc6fb186a1df5382adf56c02fdbe0f8095c46ae74f,ACQUIRED,0,2026-09-02T20:22:20.723456+00:00,
I016,16,16_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,16,data\raw\isruc-original\subject-16\16\16_2.xlsx,41181,551577ecf666ae39b2034f795506c26ce1028a0bbd145b28f41c8ca3791800ae,ACQUIRED,0,2026-09-02T20:22:20.724630+00:00,
I017,17,17.rec,signal,ORIGINAL_ISRUC_MEGA,17,data\raw\isruc-original\subject-17\17\17.rec,137867120,4dbed311222c4756e865d17973aa4be584a2c4ea2db9a9c872cd9237e8cd226f,ACQUIRED,0,2026-09-02T20:22:22.890804+00:00,
I017,17,17_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,17,data\raw\isruc-original\subject-17\17\17_1.txt,2553,b29aa6d9e084601cd275f7404d36f5ff4d8d58c0e062092ae16b4097912525d3,ACQUIRED,0,2026-09-02T20:22:22.892961+00:00,
I017,17,17_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,17,data\raw\isruc-original\subject-17\17\17_1.xlsx,41081,51e31909f80905796bab4170c61fef90ae9ecb87e6e445f472e6c37f7f1ec5e1,ACQUIRED,0,2026-09-02T20:22:22.893960+00:00,
I017,17,17_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,17,data\raw\isruc-original\subject-17\17\17_2.txt,2553,24d2977f84e420d145feb326f1f02ed6f52b38640ca2925fa799aef93eccbe51,ACQUIRED,0,2026-09-02T20:22:22.894969+00:00,
I017,17,17_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,17,data\raw\isruc-original\subject-17\17\17_2.xlsx,40937,96b4f197de03ab09caec1e362c4d68136af640acadb1d567b56e0ccfc559112c,ACQUIRED,0,2026-09-02T20:22:22.895964+00:00,
I018,18,18.rec,signal,ORIGINAL_ISRUC_MEGA,18,data\raw\isruc-original\subject-18\18\18.rec,163341620,cc66ab5d9f5346eba114fcf91d0dd5f62a6b1632983ea81ad78ca958f05df353,ACQUIRED,0,2026-09-02T20:22:23.216549+00:00,
I018,18,18_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,18,data\raw\isruc-original\subject-18\18\18_1.txt,2997,8294a31be2ce72e7b2eb29a28937dd0a9a29929a27a9cea9d427b44105f76dc6,ACQUIRED,0,2026-09-02T20:22:23.216549+00:00,
I018,18,18_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,18,data\raw\isruc-original\subject-18\18\18_1.xlsx,45422,58fa9ae0f4dcbf1d0bed0881f43c5fb9c866923c6fcbaf7b2f7005b4402d613a,ACQUIRED,0,2026-09-02T20:22:23.217552+00:00,
I018,18,18_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,18,data\raw\isruc-original\subject-18\18\18_2.txt,3018,70e52dc64290c42806af651b88f9ae7360f2674e850aaacde515c9c5b44f48f8,ACQUIRED,0,2026-09-02T20:22:23.218550+00:00,
I018,18,18_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,18,data\raw\isruc-original\subject-18\18\18_2.xlsx,45630,90c62c9a8213530d6d21b4b651a6fe673da1d6527b8b6983f98c3cd2ab6da3e8,ACQUIRED,0,2026-09-02T20:22:23.220555+00:00,
I019,19,19.rec,signal,ORIGINAL_ISRUC_MEGA,19,data\raw\isruc-original\subject-19\19\19.rec,144077120,b84756a3391a806816a7b59d9716ed6093f3936eafde36e8ecb5a21797f3f70b,ACQUIRED,0,2026-09-02T20:22:25.678601+00:00,
I019,19,19_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,19,data\raw\isruc-original\subject-19\19\19_1.txt,2484,88b94eb632ed6a6872ae646a3d4c301e905101659b06a5d6e13eaa42389e605e,ACQUIRED,0,2026-09-02T20:22:25.679602+00:00,
I019,19,19_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,19,data\raw\isruc-original\subject-19\19\19_1.xlsx,39752,810cb067c2eba057d1cad8c0acb4480e052d865ba590aa09c08be1a976c2b386,ACQUIRED,0,2026-09-02T20:22:25.680602+00:00,
I019,19,19_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,19,data\raw\isruc-original\subject-19\19\19_2.txt,2484,3174df9a8e98678d78c9624d9977c3868e2d27202fe8ed5533d56dc33bd1b114,ACQUIRED,0,2026-09-02T20:22:25.680602+00:00,
I019,19,19_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,19,data\raw\isruc-original\subject-19\19\19_2.xlsx,40286,3b15634e9a7704573670179e98e5c3e14a01cf3554a745522d89c2e761e105c6,ACQUIRED,0,2026-09-02T20:22:25.681598+00:00,
I020,20,20.rec,signal,ORIGINAL_ISRUC_MEGA,20,data\raw\isruc-original\subject-20\20\20.rec,165305120,e91bf76f8965b94f3b1b8c984c0f04d788ad208fb4820170749a27ccbac713cd,ACQUIRED,0,2026-09-02T20:22:26.004742+00:00,
