dataset,subject_id,recording_id,exclusion_level,category,count,reason
sleep_edf_sc,SC_23,SC4232E0,annotation_epoch,annotation_epoch_exclusion,245,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_24,SC4241E0,annotation_epoch,annotation_epoch_exclusion,180,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_24,SC4242E0,annotation_epoch,annotation_epoch_exclusion,170,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_25,SC4251E0,annotation_epoch,annotation_epoch_exclusion,120,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_25,SC4252E0,annotation_epoch,annotation_epoch_exclusion,215,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_26,SC4261F0,annotation_epoch,annotation_epoch_exclusion,80,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_26,SC4262F0,annotation_epoch,annotation_epoch_exclusion,160,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_27,SC4271F0,annotation_epoch,annotation_epoch_exclusion,440,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_27,SC4272F0,annotation_epoch,annotation_epoch_exclusion,10,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_28,SC4281G0,annotation_epoch,annotation_epoch_exclusion,92,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_28,SC4282G0,annotation_epoch,annotation_epoch_exclusion,66,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_29,SC4291G0,annotation_epoch,annotation_epoch_exclusion,124,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_29,SC4292G0,annotation_epoch,annotation_epoch_exclusion,73,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_30,SC4301E0,annotation_epoch,annotation_epoch_exclusion,236,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_30,SC4302E0,annotation_epoch,annotation_epoch_exclusion,72,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_31,SC4311E0,annotation_epoch,annotation_epoch_exclusion,210,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_31,SC4312E0,annotation_epoch,annotation_epoch_exclusion,180,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_32,SC4321E0,annotation_epoch,annotation_epoch_exclusion,191,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_32,SC4322E0,annotation_epoch,annotation_epoch_exclusion,264,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_33,SC4331F0,annotation_epoch,annotation_epoch_exclusion,71,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_33,SC4332F0,annotation_epoch,annotation_epoch_exclusion,122,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_34,SC4341F0,annotation_epoch,annotation_epoch_exclusion,130,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_34,SC4342F0,annotation_epoch,annotation_epoch_exclusion,90,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_35,SC4351F0,annotation_epoch,annotation_epoch_exclusion,170,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_35,SC4352F0,annotation_epoch,annotation_epoch_exclusion,350,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_36,SC4362F0,annotation_epoch,annotation_epoch_exclusion,614,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_37,SC4371F0,annotation_epoch,annotation_epoch_exclusion,30,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_37,SC4372F0,annotation_epoch,annotation_epoch_exclusion,40,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_38,SC4381F0,annotation_epoch,annotation_epoch_exclusion,130,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_38,SC4382F0,annotation_epoch,annotation_epoch_exclusion,110,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_40,SC4401E0,annotation_epoch,annotation_epoch_exclusion,250,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_40,SC4402E0,annotation_epoch,annotation_epoch_exclusion,90,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_41,SC4411E0,annotation_epoch,annotation_epoch_exclusion,152,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_41,SC4412E0,annotation_epoch,annotation_epoch_exclusion,115,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_42,SC4421E0,annotation_epoch,annotation_epoch_exclusion,116,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_42,SC4422E0,annotation_epoch,annotation_epoch_exclusion,198,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_43,SC4431E0,annotation_epoch,annotation_epoch_exclusion,157,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_43,SC4432E0,annotation_epoch,annotation_epoch_exclusion,100,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_44,SC4441E0,annotation_epoch,annotation_epoch_exclusion,260,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_44,SC4442E0,annotation_epoch,annotation_epoch_exclusion,102,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_45,SC4451F0,annotation_epoch,annotation_epoch_exclusion,90,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_45,SC4452F0,annotation_epoch,annotation_epoch_exclusion,210,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_46,SC4461F0,annotation_epoch,annotation_epoch_exclusion,185,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_46,SC4462F0,annotation_epoch,annotation_epoch_exclusion,26,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_47,SC4471F0,annotation_epoch,annotation_epoch_exclusion,141,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_47,SC4472F0,annotation_epoch,annotation_epoch_exclusion,91,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_49,SC4491G0,annotation_epoch,annotation_epoch_exclusion,80,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_49,SC4492G0,annotation_epoch,annotation_epoch_exclusion,745,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_50,SC4501E0,annotation_epoch,annotation_epoch_exclusion,130,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_50,SC4502E0,annotation_epoch,annotation_epoch_exclusion,110,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_51,SC4511E0,annotation_epoch,annotation_epoch_exclusion,168,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_51,SC4512E0,annotation_epoch,annotation_epoch_exclusion,130,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_52,SC4522E0,annotation_epoch,annotation_epoch_exclusion,106,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_53,SC4531E0,annotation_epoch,annotation_epoch_exclusion,278,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_53,SC4532E0,annotation_epoch,annotation_epoch_exclusion,136,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_54,SC4541F0,annotation_epoch,annotation_epoch_exclusion,141,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_54,SC4542F0,annotation_epoch,annotation_epoch_exclusion,200,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_55,SC4551F0,annotation_epoch,annotation_epoch_exclusion,108,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_55,SC4552F0,annotation_epoch,annotation_epoch_exclusion,70,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_56,SC4561F0,annotation_epoch,annotation_epoch_exclusion,178,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_56,SC4562F0,annotation_epoch,annotation_epoch_exclusion,80,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_57,SC4571F0,annotation_epoch,annotation_epoch_exclusion,44,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_57,SC4572F0,annotation_epoch,annotation_epoch_exclusion,7,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_58,SC4581G0,annotation_epoch,annotation_epoch_exclusion,142,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_58,SC4582G0,annotation_epoch,annotation_epoch_exclusion,246,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_59,SC4591G0,annotation_epoch,annotation_epoch_exclusion,61,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_59,SC4592G0,annotation_epoch,annotation_epoch_exclusion,840,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_60,SC4601E0,annotation_epoch,annotation_epoch_exclusion,150,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_60,SC4602E0,annotation_epoch,annotation_epoch_exclusion,80,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_61,SC4611E0,annotation_epoch,annotation_epoch_exclusion,236,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_61,SC4612E0,annotation_epoch,annotation_epoch_exclusion,150,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_62,SC4621E0,annotation_epoch,annotation_epoch_exclusion,268,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_62,SC4622E0,annotation_epoch,annotation_epoch_exclusion,24,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_63,SC4631E0,annotation_epoch,annotation_epoch_exclusion,122,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_63,SC4632E0,annotation_epoch,annotation_epoch_exclusion,32,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_64,SC4641E0,annotation_epoch,annotation_epoch_exclusion,200,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_64,SC4642E0,annotation_epoch,annotation_epoch_exclusion,90,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_65,SC4651E0,annotation_epoch,annotation_epoch_exclusion,20,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_65,SC4652E0,annotation_epoch,annotation_epoch_exclusion,42,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_66,SC4661E0,annotation_epoch,annotation_epoch_exclusion,216,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_66,SC4662E0,annotation_epoch,annotation_epoch_exclusion,60,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_67,SC4671G0,annotation_epoch,annotation_epoch_exclusion,100,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_67,SC4672G0,annotation_epoch,annotation_epoch_exclusion,300,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_70,SC4701E0,annotation_epoch,annotation_epoch_exclusion,201,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_70,SC4702E0,annotation_epoch,annotation_epoch_exclusion,256,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_71,SC4711E0,annotation_epoch,annotation_epoch_exclusion,150,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_71,SC4712E0,annotation_epoch,annotation_epoch_exclusion,60,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_72,SC4721E0,annotation_epoch,annotation_epoch_exclusion,538,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_72,SC4722E0,annotation_epoch,annotation_epoch_exclusion,134,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_73,SC4731E0,annotation_epoch,annotation_epoch_exclusion,100,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_73,SC4732E0,annotation_epoch,annotation_epoch_exclusion,361,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_74,SC4741E0,annotation_epoch,annotation_epoch_exclusion,191,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_74,SC4742E0,annotation_epoch,annotation_epoch_exclusion,230,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_75,SC4751E0,annotation_epoch,annotation_epoch_exclusion,200,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_75,SC4752E0,annotation_epoch,annotation_epoch_exclusion,410,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_76,SC4761E0,annotation_epoch,annotation_epoch_exclusion,270,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_76,SC4762E0,annotation_epoch,annotation_epoch_exclusion,218,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_77,SC4771G0,annotation_epoch,annotation_epoch_exclusion,124,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_77,SC4772G0,annotation_epoch,annotation_epoch_exclusion,638,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_80,SC4801G0,annotation_epoch,annotation_epoch_exclusion,106,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_80,SC4802G0,annotation_epoch,annotation_epoch_exclusion,70,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_81,SC4811G0,annotation_epoch,annotation_epoch_exclusion,478,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_81,SC4812G0,annotation_epoch,annotation_epoch_exclusion,466,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_82,SC4821G0,annotation_epoch,annotation_epoch_exclusion,159,source_noncanonical_or_excluded_annotation
sleep_edf_sc,SC_82,SC4822G0,annotation_epoch,annotation_epoch_exclusion,70,source_noncanonical_or_excluded_annotation
isruc_s1,I001,I001,structural_raw,EXCLUDED_SCHEMA,1,EDF_DECLARED_BYTE_MISMATCH
isruc_s1,I002,I002,structural_raw,EXCLUDED_SCHEMA,1,EDF_DECLARED_BYTE_MISMATCH
isruc_s1,I004,I004,annotation_epoch,annotation_epoch_exclusion,2,source_noncanonical_or_excluded_annotation
isruc_s1,I011,I011,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I012,I012,annotation_epoch,annotation_epoch_exclusion,1,source_noncanonical_or_excluded_annotation
isruc_s1,I013,I013,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I014,I014,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I017,I017,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I019,I019,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I020,I020,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I021,I021,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I023,I023,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I025,I025,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I027,I027,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I028,I028,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I029,I029,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I030,I030,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I031,I031,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I032,I032,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I033,I033,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I034,I034,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I035,I035,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I036,I036,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I037,I037,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I038,I038,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I039,I039,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I040,I040,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I041,I041,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I042,I042,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I043,I043,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I044,I044,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I045,I045,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I046,I046,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I047,I047,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I048,I048,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I049,I049,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I050,I050,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I051,I051,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I052,I052,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I053,I053,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I054,I054,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I055,I055,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I056,I056,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I057,I057,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I058,I058,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I059,I059,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I060,I060,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I061,I061,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I062,I062,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I063,I063,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I064,I064,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I065,I065,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I066,I066,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I067,I067,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I068,I068,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I069,I069,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I070,I070,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I071,I071,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I072,I072,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I073,I073,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I074,I074,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I075,I075,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I076,I076,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I077,I077,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I078,I078,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I079,I079,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I080,I080,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I081,I081,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I082,I082,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I083,I083,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I084,I084,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I085,I085,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I086,I086,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I087,I087,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
isruc_s1,I088,I088,structural_raw,EXCLUDED_OTHER_STRUCTURAL,1,MISSING_REQUIRED_EEG
