dataset,subject_id,oracle_role,montage_variant,oracle_split_seed,cohort_version,data_contract_version,preprocessing_version
isruc_s1,I098,ORACLE_EVALUATION,ISRUC_M1M2,2027,isruc_original_v3,1.2.0,0.1.0
isruc_s1,I099,ORACLE_EVALUATION,ISRUC_M1M2,2027,isruc_original_v3,1.2.0,0.1.0
isruc_s1,I100,ORACLE_EVALUATION,ISRUC_M1M2,2027,isruc_original_v3,1.2.0,0.1.0
sleep_edf_sc,SC_00,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_01,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_02,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_03,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_04,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_05,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_06,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_07,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_08,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_09,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_10,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_11,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_12,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_13,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_14,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_15,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_16,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_17,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_18,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_19,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_20,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_21,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_22,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_23,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_24,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_25,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_26,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_27,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_28,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_29,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_30,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_31,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_32,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_33,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_34,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_35,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_36,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_37,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_38,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_40,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_41,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_42,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_43,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_44,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_45,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_46,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_47,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_48,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_49,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_50,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_51,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_52,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_53,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_54,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_55,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_56,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_57,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_58,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_59,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_60,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_61,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_62,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_63,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_64,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_65,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_66,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_67,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_70,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_71,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_72,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_73,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_74,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_75,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_76,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_77,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_80,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_81,ORACLE_EVALUATION,,2027,core_cohort_v2,1.2.0,0.1.0
sleep_edf_sc,SC_82,ORACLE_CALIBRATION,,2027,core_cohort_v2,1.2.0,0.1.0
