dataset,subject_id,recording_id,signal,min,max,median,mad,iqr,finite_values,total_values,flat_proportion
sleep_edf_sc,SC_07,SC4071E0,eog,-443.7853088378906,443.67889404296875,5.766827583312988,15.70704460144043,31.41753315925598,4215000,4215000,0.0
sleep_edf_sc,SC_07,SC4072E0,eeg,-181.0,180.0,-0.3677655756473541,11.10769271850586,22.391697883605957,8310000,8310000,0.004556031312483223
sleep_edf_sc,SC_07,SC4072E0,eog,-553.947509765625,471.0621643066406,-5.575834274291992,22.228588104248047,44.460140228271484,4155000,4155000,0.0
sleep_edf_sc,SC_08,SC4081E0,eeg,-163.90769958496094,139.45494079589844,-1.8307691812515259,13.797801971435547,27.5010986328125,8388000,8388000,0.006718381568295774
sleep_edf_sc,SC_08,SC4081E0,eog,-583.1785278320312,502.4228210449219,-2.9014551639556885,36.51487731933594,73.05103874206543,4194000,4194000,0.0
sleep_edf_sc,SC_09,SC4091E0,eeg,-190.39950561523438,153.92088317871094,-0.14212454855442047,12.222710609436035,24.44542121887207,8163000,8163000,0.007310534357955163
sleep_edf_sc,SC_09,SC4091E0,eog,-517.5343627929688,483.9311218261719,2.278337001800537,19.214221954345703,38.44839096069336,4081500,4081500,0.0
sleep_edf_sc,SC_09,SC4092E0,eeg,-196.0,196.0,-0.23931623995304108,13.784615516662598,27.569231033325195,6132000,6132000,0.00468649367140645
sleep_edf_sc,SC_09,SC4092E0,eog,-496.9000244140625,430.91290283203125,0.6585080623626709,15.482810974121094,30.968093156814575,3066000,3066000,0.0
sleep_edf_sc,SC_10,SC4101E0,eeg,-172.8285675048828,151.3101348876953,-0.7631257772445679,7.958974361419678,15.917948246002197,8157000,8157000,0.010691807162397274
sleep_edf_sc,SC_10,SC4101E0,eog,-522.5137939453125,506.0509948730469,-0.7273823022842407,22.78756332397461,45.60882616043091,4078500,4078500,2.453517497628062e-07
sleep_edf_sc,SC_10,SC4102E0,eeg,-192.0,180.87179565429688,0.8290598392486572,9.025641441345215,18.051281929016113,8571000,8571000,0.01176847772031816
sleep_edf_sc,SC_10,SC4102E0,eog,-555.12353515625,533.0679321289062,0.5026284456253052,19.693359375,39.386573791503906,4285500,4285500,2.3350066769515928e-07
sleep_edf_sc,SC_11,SC4111E0,eeg,-189.46153259277344,172.7142791748047,-1.9450548887252808,20.175825119018555,40.4505500793457,7923000,7923000,0.004554086500372016
sleep_edf_sc,SC_11,SC4111E0,eog,-517.4539794921875,434.78607177734375,-1.0193979740142822,23.416484832763672,46.87155246734619,3961500,3961500,0.0
sleep_edf_sc,SC_11,SC4112E0,eeg,-199.0,199.0,-0.0485958494246006,14.287178993225098,28.4771671295166,8340000,8340000,0.005303086640390922
sleep_edf_sc,SC_11,SC4112E0,eog,-435.462646484375,415.93365478515625,0.8821302652359009,28.43967056274414,56.90666484832764,4170000,4170000,0.0
sleep_edf_sc,SC_12,SC4121E0,eeg,-168.73309326171875,155.5213623046875,0.9562881588935852,9.966300964355469,19.93260097503662,8055000,8055000,0.007442083425698075
sleep_edf_sc,SC_12,SC4121E0,eog,-572.9454345703125,516.268798828125,0.5780206918716431,18.84708023071289,37.69428539276123,4027500,4027500,0.0
sleep_edf_sc,SC_13,SC4131E0,eeg,-192.0,192.0,0.14065934717655182,11.721611976623535,23.349451065063477,8442000,8442000,0.004878906567529143
sleep_edf_sc,SC_13,SC4131E0,eog,-555.7492065429688,485.4400634765625,1.5172152519226074,22.093883514404297,44.211074352264404,4221000,4221000,0.0
sleep_edf_sc,SC_15,SC4151E0,eeg,-159.27471923828125,138.7084197998047,0.2808302938938141,9.468132019042969,18.93626308441162,7848000,7848000,0.008325914958401017
sleep_edf_sc,SC_15,SC4151E0,eog,-452.5317687988281,489.28363037109375,4.7412109375,25.791629791259766,51.58044958114624,3924000,3924000,0.0
sleep_edf_sc,SC_15,SC4152E0,eeg,-192.0,192.0,-0.14065934717655182,12.190476417541504,24.380952835083008,8577000,8577000,0.004998518218909626
sleep_edf_sc,SC_15,SC4152E0,eog,-526.0975341796875,484.9631652832031,-1.8901699781417847,26.174654006958008,52.34887456893921,4288500,4288500,2.333373234015635e-07
sleep_edf_sc,SC_16,SC4161E0,eeg,-190.0,191.0,0.732600748538971,12.932600975036621,25.865200996398926,7863000,7863000,0.007378906284289854
sleep_edf_sc,SC_16,SC4161E0,eog,-683.63134765625,707.78125,-0.6642398834228516,21.222064971923828,42.4473295211792,3931500,3931500,5.090510550210378e-07
sleep_edf_sc,SC_16,SC4162E0,eeg,-184.0,184.0,0.3145299255847931,11.05348014831543,22.19682502746582,8250000,8250000,0.005443268968444027
sleep_edf_sc,SC_16,SC4162E0,eog,-610.4658813476562,525.6884765625,0.4639474153518677,15.773301124572754,31.547366857528687,4125000,4125000,0.0
sleep_edf_sc,SC_17,SC4172E0,eeg,-188.0,189.0,0.7301587462425232,12.15238094329834,24.30476188659668,8160000,8160000,0.005453778710550576
sleep_edf_sc,SC_17,SC4172E0,eog,-499.94903564453125,405.2947998046875,-5.42381477355957,13.536236763000488,27.07328724861145,4080000,4080000,2.452615469136287e-07
sleep_edf_sc,SC_18,SC4181E0,eeg,-155.42857360839844,161.62857055664062,-0.800000011920929,11.14285659790039,22.285714149475098,8268000,8268000,0.007998432956123255
sleep_edf_sc,SC_18,SC4181E0,eog,-440.4424133300781,429.1769104003906,-5.819657325744629,22.28226661682129,44.58345556259155,4134000,4134000,0.0
sleep_edf_sc,SC_18,SC4182E0,eeg,-182.09524536132812,199.974609375,-0.15238095819950104,10.057143211364746,20.114286422729492,8526000,8526000,0.007115085746386492
sleep_edf_sc,SC_18,SC4182E0,eog,-542.167724609375,450.319091796875,0.5254854559898376,20.58732032775879,41.179931640625,4263000,4263000,0.0
sleep_edf_sc,SC_20,SC4201E0,eeg,-197.0,198.0,0.5482295751571655,12.636141777038574,25.27228355407715,8409000,8409000,0.010014516671450835
sleep_edf_sc,SC_20,SC4201E0,eog,-569.0208740234375,509.070556640625,-3.0751500129699707,28.50758934020996,56.99073266983032,4204500,4204500,2.3799907513559403e-07
sleep_edf_sc,SC_20,SC4202E0,eeg,-188.0,177.99169921875,0.3213675320148468,11.201953887939453,22.495726585388184,8010000,8010000,0.0023960546149590436
sleep_edf_sc,SC_20,SC4202E0,eog,-571.7864379882812,499.2173767089844,-3.4289894104003906,33.57624816894531,67.18815612792969,4005000,4005000,0.0
sleep_edf_sc,SC_21,SC4211E0,eeg,-206.0,205.0,-0.5501831769943237,11.943589210510254,23.887179374694824,8415000,8415000,0.005886335254948322
sleep_edf_sc,SC_21,SC4211E0,eog,-664.3164672851562,556.0314331054688,-4.0215959548950195,20.37477684020996,40.75406742095947,4207500,4207500,2.378293788253369e-07
sleep_edf_sc,SC_21,SC4212E0,eeg,-160.010986328125,150.07032775878906,0.6439560651779175,9.980952262878418,20.057875633239746,8082000,8082000,0.011288222032932036
sleep_edf_sc,SC_21,SC4212E0,eog,-458.41558837890625,503.8995361328125,0.5847911834716797,22.874265670776367,45.78608703613281,4041000,4041000,0.0
sleep_edf_sc,SC_22,SC4222E0,eeg,-248.0,167.0,-28.99755859375,12.971918106079102,26.045177459716797,8280000,8280000,0.00497230961044986
sleep_edf_sc,SC_22,SC4222E0,eog,-692.9215087890625,422.2243347167969,-112.23057556152344,19.99050521850586,40.27559471130371,4140000,4140000,4.834140634819348e-07
sleep_edf_sc,SC_24,SC4241E0,eeg,-181.0,179.0,-0.7802197933197021,12.131868362426758,24.263736724853516,8100000,8100000,0.007761970039395848
sleep_edf_sc,SC_24,SC4241E0,eog,-647.8917236328125,590.7973022460938,-1.4137487411499023,29.725872039794922,59.45287561416626,4050000,4050000,0.0
sleep_edf_sc,SC_30,SC4301E0,eeg,-182.0,183.0,0.4554334580898285,11.854701042175293,23.798534393310547,7932000,7932000,0.004801398751676681
sleep_edf_sc,SC_30,SC4301E0,eog,-608.7969360351562,556.4080810546875,1.745361566543579,30.85284423828125,61.73149538040161,3966000,3966000,0.0
sleep_edf_sc,SC_31,SC4311E0,eeg,-177.0,176.0,-0.5431013703346252,12.154579162597656,24.222954750061035,8010000,8010000,0.0037108499337482033
sleep_edf_sc,SC_31,SC4311E0,eog,-458.012451171875,460.7042541503906,-1.7519325017929077,21.586978912353516,43.1780047416687,4005000,4005000,0.0
sleep_edf_sc,SC_32,SC4321E0,eeg,-143.44322204589844,126.93528747558594,-0.04884004965424538,6.935286998748779,13.968254089355469,8067000,8067000,0.010511375367343844
sleep_edf_sc,SC_32,SC4321E0,eog,-413.9049377441406,447.287353515625,0.46772781014442444,16.495216369628906,32.99078893661499,4033500,4033500,2.4808903220716624e-07
sleep_edf_sc,SC_32,SC4322E0,eeg,-193.08668518066406,190.88156127929688,0.949938952922821,7.208791732788086,14.417582988739014,7848000,7848000,0.006946250177174247
sleep_edf_sc,SC_32,SC4322E0,eog,-591.7546997070312,488.79229736328125,1.8514493703842163,17.16041374206543,34.31836795806885,3924000,3924000,0.0
sleep_edf_sc,SC_40,SC4401E0,eeg,-160.7887725830078,192.22711181640625,5.169719219207764,12.698412895202637,25.494505405426025,7890000,7890000,0.009196094515662381
sleep_edf_sc,SC_40,SC4401E0,eog,-413.2516174316406,437.67724609375,-1.059539794921875,17.089427947998047,34.17667365074158,3945000,3945000,0.0
sleep_edf_sc,SC_44,SC4441E0,eeg,-185.0,184.0,-0.3648351728916168,15.318681716918945,30.637362480163574,7860000,7860000,0.0029241299262604075
sleep_edf_sc,SC_44,SC4441E0,eog,-505.0245056152344,461.31842041015625,-4.638631820678711,23.950756072998047,47.911662101745605,3930000,3930000,0.0
sleep_edf_sc,SC_60,SC4601E0,eeg,-146.37142944335938,123.02857208251953,0.37142857909202576,9.0,18.0,8190000,8190000,0.006533557583907701
sleep_edf_sc,SC_60,SC4601E0,eog,-436.3272399902344,486.26123046875,-0.5764046907424927,19.57237434387207,39.143661975860596,4095000,4095000,2.443631529688901e-07
sleep_edf_sc,SC_70,SC4701E0,eeg,-156.970703125,158.5289306640625,0.4534798562526703,7.257142543792725,14.421245574951172,8037000,8037000,0.00946937519673411
sleep_edf_sc,SC_70,SC4701E0,eog,-478.94000244140625,429.22088623046875,-0.43073081970214844,9.242290496826172,18.484925985336304,4018500,4018500,0.0
sleep_edf_sc,SC_71,SC4711E0,eeg,-200.0,200.0,0.04884004965424538,10.451769828796387,20.80586051940918,8190000,8190000,0.004919222158301852
sleep_edf_sc,SC_71,SC4711E0,eog,-411.7869567871094,391.1045227050781,0.35810595750808716,17.28134536743164,34.55952596664429,4095000,4095000,0.0
sleep_edf_sc,SC_72,SC4721E0,eeg,-184.0,184.0,-0.04493284597992897,9.076435089111328,18.242734909057617,7026000,7026000,0.006659065689132358
sleep_edf_sc,SC_72,SC4721E0,eog,-520.4620971679688,469.94207763671875,0.22882044315338135,21.847492218017578,43.69351387023926,3513000,3513000,2.848468862532323e-07
sleep_edf_sc,SC_74,SC4742E0,eeg,-158.91429138183594,164.8285675048828,1.4571428298950195,5.399999618530273,10.799999952316284,7950000,7950000,0.012205326303736466
sleep_edf_sc,SC_74,SC4742E0,eog,-490.98828125,407.1253967285156,-6.992764472961426,14.441305160522461,28.89124631881714,3975000,3975000,0.0
sleep_edf_sc,SC_75,SC4751E0,eeg,-181.0,182.0,0.3670329749584198,7.800732612609863,15.512820720672607,8040000,8040000,0.0066308172375866585
sleep_edf_sc,SC_75,SC4751E0,eog,-538.1176147460938,522.3750610351562,3.151242733001709,12.415818214416504,24.83273720741272,4020000,4020000,0.0
isruc_s1,I003,I003,eeg,-27.15715789794922,26.514034271240234,-0.000768195022828877,0.739365816116333,1.478624552488327,2829000,2829000,0.0
isruc_s1,I003,I003,eog,-28.316816329956055,27.617748260498047,0.0003344978322274983,0.8280418515205383,1.6560752242803574,1414500,1414500,7.074352148516119e-07
isruc_s1,I004,I004,eeg,-33.117759704589844,33.98355484008789,-0.002181860152631998,1.0727431774139404,2.145696759223938,2883000,2883000,9.36836732604937e-06
isruc_s1,I004,I004,eog,-34.2454948425293,33.05372619628906,0.011243589222431183,0.8938385844230652,1.7879329919815063,1441500,1441500,0.0
isruc_s1,I005,I005,eeg,-29.693307876586914,31.272491455078125,0.004205761477351189,0.7501163482666016,1.500241070985794,2625000,2625000,0.0
isruc_s1,I005,I005,eog,-30.342710494995117,29.90076446533203,0.017600515857338905,0.8591830730438232,1.7185067385435104,1312500,1312500,2.2872391117888117e-06
isruc_s1,I006,I006,eeg,-31.950654983520508,32.5223388671875,-0.018180493265390396,0.7428300380706787,1.4863080531358719,2691000,2691000,0.0005352954886857492
isruc_s1,I006,I006,eog,-34.65102767944336,32.32648849487305,0.023846358060836792,1.2035071849822998,2.4093761444091797,1345500,1345500,0.00021344590187586968
isruc_s1,I007,I007,eeg,-35.600860595703125,32.68477249145508,-0.0026935781352221966,0.6177352666854858,1.2355173528194427,2799000,2799000,8.648827922991122e-05
isruc_s1,I007,I007,eog,-31.674617767333984,31.052284240722656,0.006290791556239128,0.6462926864624023,1.2928049266338348,1399500,1399500,2.8600703434300967e-06
isruc_s1,I008,I008,eeg,-27.039968490600586,29.911026000976562,0.000501922913827002,0.7585283517837524,1.5170846432447433,2712000,2712000,0.0
isruc_s1,I008,I008,eog,-31.63427734375,30.989416122436523,0.025312423706054688,0.6535137891769409,1.3077959269285202,1356000,1356000,1.771092232579832e-05
isruc_s1,I009,I009,eeg,-28.915184020996094,27.274524688720703,0.0020638289861381054,0.8643221259117126,1.7285521030426025,2907000,2907000,0.0
isruc_s1,I009,I009,eog,-28.832042694091797,28.19991683959961,0.0026073274202644825,0.9354895353317261,1.8710729479789734,1453500,1453500,6.884534650207121e-07
isruc_s1,I010,I010,eeg,-34.49393081665039,32.30430221557617,0.0013892726274207234,0.9373819231987,1.8748030364513397,2526000,2526000,0.00018216681886836387
isruc_s1,I010,I010,eog,-32.302024841308594,33.13999557495117,0.006147351115942001,0.9950319528579712,1.9901065528392792,1263000,1263000,3.486092866344784e-05
isruc_s1,I012,I012,eeg,-31.916976928710938,34.582984924316406,-0.009337027557194233,0.7456656694412231,1.49137544631958,2547000,2547000,5.26284576209345e-05
isruc_s1,I012,I012,eog,-28.619043350219727,31.352968215942383,-0.004177761264145374,0.627623438835144,1.255322590470314,1273500,1273500,1.6500988880690778e-05
isruc_s1,I015,I015,eeg,-35.32040786743164,35.56592559814453,0.000896271551027894,0.7211763858795166,1.4423491805791855,2358000,2358000,0.00017732798125244463
isruc_s1,I015,I015,eog,-36.17720031738281,32.11982345581055,-0.0028254231438040733,0.4751698970794678,0.9503759667277336,1179000,1179000,8.742045163272547e-05
isruc_s1,I016,I016,eeg,-33.50194549560547,34.692081451416016,0.0026309909299016,1.0092103481292725,2.018641948699951,2649000,2649000,0.00023828252301541058
isruc_s1,I016,I016,eog,-32.1876335144043,33.81303405761719,0.007714796345680952,0.8157050013542175,1.6315180361270905,1324500,1324500,0.00013599100041779456
isruc_s1,I018,I018,eeg,-26.527225494384766,27.665630340576172,0.007497287355363369,0.6884390115737915,1.3768758475780487,2997000,2997000,0.0007603468757186663
isruc_s1,I018,I018,eog,-27.06358528137207,28.06130599975586,0.003949583042412996,0.46673882007598877,0.9334899410605431,1498500,1498500,0.0009028374605425973
isruc_s1,I022,I022,eeg,-34.37229537963867,33.522640228271484,0.00547800911590457,0.8360083699226379,1.672057181596756,2547000,2547000,0.0007030219338915877
isruc_s1,I022,I022,eog,-31.527332305908203,32.53402328491211,0.008109789341688156,1.155731439590454,2.311943531036377,1273500,1273500,0.0002097982871973542
isruc_s1,I024,I024,eeg,-34.24641799926758,34.76182174682617,0.0011033382033929229,1.2521861791610718,2.504419684410095,2490000,2490000,6.950107867281061e-05
isruc_s1,I024,I024,eog,-30.084842681884766,31.27744483947754,0.021894965320825577,1.1367850303649902,2.27364319562912,1245000,1245000,2.4112460515845905e-05
isruc_s1,I026,I026,eeg,-31.18010711669922,30.442798614501953,0.00407935306429863,0.5267671346664429,1.0535451918840408,3186000,3186000,7.2214906538212045e-06
isruc_s1,I026,I026,eog,-30.693458557128906,29.09215545654297,0.00519179180264473,0.45155465602874756,0.9031750932335854,1593000,1593000,5.590669988404071e-05
