dataset,source_role,purpose,subject_id,recording_id,path
sleep_edf_sc,TRAIN,normalization_fit,SC_25,SC4252E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4252E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_26,SC4261F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4261F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_26,SC4262F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4262F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_27,SC4271F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4271F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_27,SC4272F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4272F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_28,SC4281G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4281G0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_28,SC4282G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4282G0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_31,SC4311E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4311E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_31,SC4312E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4312E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_33,SC4331F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4331F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_33,SC4332F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4332F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_35,SC4351F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4351F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_35,SC4352F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4352F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_40,SC4401E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4401E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_40,SC4402E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4402E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_41,SC4411E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4411E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_41,SC4412E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4412E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_42,SC4421E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4421E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_42,SC4422E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4422E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_45,SC4451F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4451F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_45,SC4452F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4452F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_46,SC4461F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4461F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_46,SC4462F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4462F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_47,SC4471F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4471F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_47,SC4472F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4472F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_48,SC4481F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4481F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_48,SC4482F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4482F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_50,SC4501E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4501E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_50,SC4502E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4502E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_54,SC4541F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4541F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_54,SC4542F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4542F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_56,SC4561F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4561F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_56,SC4562F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4562F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_57,SC4571F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4571F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_57,SC4572F0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4572F0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_59,SC4591G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4591G0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_59,SC4592G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4592G0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_60,SC4601E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4601E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_60,SC4602E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4602E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_61,SC4611E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4611E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_61,SC4612E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4612E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_62,SC4621E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4621E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_62,SC4622E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4622E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_63,SC4631E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4631E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_63,SC4632E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4632E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_64,SC4641E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4641E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_64,SC4642E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4642E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_65,SC4651E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4651E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_65,SC4652E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4652E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_67,SC4671G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4671G0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_67,SC4672G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4672G0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_70,SC4701E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4701E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_70,SC4702E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4702E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_71,SC4711E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4711E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_71,SC4712E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4712E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_72,SC4721E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4721E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_72,SC4722E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4722E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_73,SC4731E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4731E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_73,SC4732E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4732E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_74,SC4741E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4741E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_74,SC4742E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4742E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_75,SC4751E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4751E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_75,SC4752E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4752E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_76,SC4761E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4761E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_76,SC4762E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4762E0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_80,SC4801G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4801G0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_80,SC4802G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4802G0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_81,SC4811G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4811G0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_81,SC4812G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4812G0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_82,SC4821G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4821G0__core_v1.npz
sleep_edf_sc,TRAIN,normalization_fit,SC_82,SC4822G0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4822G0__core_v1.npz
isruc_s1,TRAIN,normalization_fit,I001,I001,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I001__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I002,I002,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I002__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I004,I004,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I004__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I005,I005,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I005__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I007,I007,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I007__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I008,I008,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I008__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I010,I010,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I010__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I011,I011,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I011__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I012,I012,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I012__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I013,I013,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I013__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I014,I014,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I014__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I015,I015,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I015__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I019,I019,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I019__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I020,I020,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I020__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I023,I023,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I023__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I024,I024,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I024__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I025,I025,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I025__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I027,I027,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I027__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I030,I030,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I030__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I037,I037,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I037__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I039,I039,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I039__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I041,I041,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I041__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I042,I042,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I042__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I046,I046,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I046__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I050,I050,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I050__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I051,I051,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I051__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I052,I052,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I052__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I057,I057,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I057__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I058,I058,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I058__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I060,I060,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I060__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I063,I063,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I063__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I064,I064,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I064__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I066,I066,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I066__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I067,I067,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I067__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I068,I068,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I068__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I069,I069,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I069__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I070,I070,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I070__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I071,I071,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I071__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I073,I073,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I073__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I074,I074,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I074__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I075,I075,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I075__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I076,I076,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I076__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I078,I078,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I078__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I079,I079,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I079__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I080,I080,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I080__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I081,I081,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I081__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I082,I082,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I082__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I083,I083,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I083__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I085,I085,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I085__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I086,I086,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I086__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I089,I089,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I089__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I090,I090,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I090__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I091,I091,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I091__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I095,I095,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I095__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I096,I096,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I096__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I097,I097,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I097__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I098,I098,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I098__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I099,I099,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I099__original_v2.npz
isruc_s1,TRAIN,normalization_fit,I100,I100,C:\Users\rohan\ShiftSleep-UQ\data\processed\isruc_original_v2\isruc_s1__I100__original_v2.npz
sleep_edf_sc,TRAIN,train,SC_03,SC4031E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4031E0__core_v1.npz
sleep_edf_sc,TRAIN,train,SC_03,SC4032E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4032E0__core_v1.npz
sleep_edf_sc,TRAIN,train,SC_04,SC4041E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4041E0__core_v1.npz
sleep_edf_sc,TRAIN,train,SC_04,SC4042E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4042E0__core_v1.npz
sleep_edf_sc,TRAIN,train,SC_05,SC4051E0,C:\Users\rohan\ShiftSleep-UQ\data\processed\core_v1_1\sleep_edf_sc__SC4051E0__core_v1.npz
